"region","date","type","bottom","top","lower","upper","median","mean","std","prob_control"
"CE-Itapajé",2020-05-07,"nowcast",0.798955407399772,2.0964460400852,1.18208404613674,1.6777286086343,1.42722282760935,1.46288439656527,0.412656595403412,0.109375
"CE-Itapajé",2020-05-08,"nowcast",0.811697408035471,2.03753114561123,1.13979568711847,1.59566322678377,1.40272263529132,1.44022411011111,0.391198459745303,0.103219512195122
"CE-Itapajé",2020-05-09,"nowcast",0.820525745012862,1.94695338310361,1.15079227315972,1.57408545265399,1.37823724105429,1.4044079968361,0.356639992661314,0.108599033816425
"CE-Itapajé",2020-05-10,"nowcast",0.834181391577641,1.92697761801754,1.10667452401927,1.52180600562761,1.34675125361352,1.36974369653296,0.345210699270528,0.119493177387914
"CE-Itapajé",2020-05-11,"nowcast",0.845348713340223,1.84895456555865,1.10529153563662,1.48528198558837,1.31760093851524,1.33569633647177,0.314564776398751,0.123512195121951
"CE-Itapajé",2020-05-12,"nowcast",0.79516173775213,1.76015055608381,1.06146651543063,1.43089524276415,1.28556024609767,1.30466611026673,0.30222503529263,0.141028128031038
"CE-Itapajé",2020-05-13,"nowcast",0.803929400526913,1.76817883655188,1.07039575114976,1.43495844149808,1.26392998130566,1.27503767479255,0.29824479480694,0.165664403491756
"CE-Itapajé",2020-05-14,"nowcast",0.789133941582018,1.68254182873046,1.05171114872767,1.38942434329672,1.23408017914585,1.24634038614452,0.275784316487041,0.175294117647059
"CE-Itapajé",2020-05-15,"nowcast",0.790111895946611,1.66269942255083,1.02497907185865,1.359638766213,1.20689718441831,1.22229358491648,0.270445003218774,0.198831548198637
"CE-Itapajé",2020-05-16,"nowcast",0.815813279519502,1.68662272854116,1.02647751788669,1.34804913345011,1.19784405078081,1.21589796605061,0.272478434040299,0.196491228070175
"CE-Itapajé",2020-05-17,"nowcast",0.78213115883109,1.59782604442844,1.05359624494065,1.35731013935458,1.18360175317829,1.1977932670886,0.256320574194408,0.202941176470588
"CE-Itapajé",2020-05-18,"nowcast",0.756145877401837,1.56638526839882,1.01885153080829,1.32198490951369,1.17924266199761,1.1867794780834,0.253656888700331,0.211317073170732
"CE-Itapajé",2020-05-19,"nowcast",0.799349502914328,1.55951742865128,1.01729258295144,1.29704768893173,1.16694513410443,1.18038741065261,0.233729043822581,0.205853658536585
"CE-Itapajé",2020-05-20,"nowcast",0.795849014053033,1.57238244462041,1.02290033238066,1.30675010888159,1.17795442216921,1.18977369994447,0.24348407827546,0.199217986314761
"CE-Itapajé",2020-05-21,"nowcast",0.836108851728139,1.56593250298239,1.03591245169071,1.30538322060594,1.18460952598638,1.20196604812903,0.230572105411064,0.173372206025267
"CE-Itapajé",2020-05-22,"nowcast",0.808972236541132,1.56594026641316,1.02024259363223,1.29556228211532,1.1934592274432,1.21747112316353,0.242407540404203,0.158276199804114
"CE-Itapajé",2020-05-23,"nowcast",0.834700997141838,1.58116951794223,1.03531785537205,1.3031029282039,1.20833988346034,1.23062223513235,0.241762389792503,0.141153470185728
"CE-Itapajé",2020-05-24,"nowcast",0.862556358039337,1.60848170438523,1.05972667689165,1.33252779538275,1.20327921385236,1.21881358282174,0.230918126452251,0.151603498542274
"CE-Itapajé",2020-05-25,"nowcast",0.813817285791073,1.54664958236093,1.03187901140427,1.29365236650649,1.17894711707843,1.19078314653639,0.222056901871328,0.169844357976654
"CE-Itapajé",2020-05-26,"nowcast",0.774049627608631,1.46043924330612,0.983021471404872,1.24478327961289,1.12074341781192,1.12263991933646,0.211260291280371,0.2635477582846
"CE-Itapajé",2020-05-27,"nowcast",0.689519605686899,1.3693104611273,0.906632453284455,1.16873140623008,1.04530712159824,1.03726119563847,0.20615478077395,0.406102362204724
"CE-Itapajé",2020-05-28,"nowcast",0.602248175001018,1.26807143965382,0.828455553276755,1.09896916296061,0.957424223182353,0.951348042473275,0.203773548059338,0.592118226600985
"CE-Itapajé",2020-05-29,"nowcast",0.552591338179778,1.1685056562871,0.781881987905099,1.02922638708354,0.883682363802441,0.879857102064017,0.189047834402185,0.740878048780488
"CE-Itapajé",2020-05-30,"nowcast",0.541139265027188,1.14921268330082,0.758092026913458,0.988916864569169,0.861379971590512,0.857331143009504,0.183331970821265,0.792038834951456
"CE-Itapajé",2020-05-31,"nowcast",0.547746297934512,1.11379508471949,0.755859013890021,0.986581600023368,0.836695314605241,0.835414349842939,0.17542890545491,0.8392578125
"CE-Itapajé",2020-06-01,"nowcast",0.552387816646574,1.12759781125751,0.731660203241374,0.942220164531255,0.841341092788174,0.849071095502136,0.182881591556995,0.825675675675676
"CE-Itapajé",2020-06-02,"nowcast",0.553106568839956,1.13889954912393,0.737208684232771,0.952181775356882,0.846234969227448,0.856286486255859,0.185626608279601,0.820432220039293
"CE-Itapajé",2020-06-03,"nowcast",0.578656055375956,1.179671874821,0.746105357380081,0.960723788756436,0.862377806218743,0.884809525447012,0.192703136955484,0.776803118908382
"CE-Itapajé",2020-06-04,"nowcast",0.599510574481745,1.20738735276959,0.732461976379179,0.948725114520199,0.877103395013219,0.901960409753243,0.196886916176998,0.752815533980583
"CE-Itapajé",2020-06-05,"nowcast",0.59067129426143,1.20938409671303,0.76330964302783,0.988092860991781,0.883929747188404,0.906358025628361,0.203595991646579,0.732746823069404
"CE-Itapajé",2020-06-06,"nowcast",0.565773473229191,1.20274029793328,0.764853330649705,0.994578286499453,0.892908870887923,0.906312442864141,0.199803083677223,0.729651162790698
"CE-Itapajé",2020-06-07,"nowcast",0.591511417363422,1.21469909516955,0.764868032570664,0.988773357431861,0.880777114024444,0.894445174918167,0.199073589124754,0.7533527696793
"CE-Itapajé",2020-06-08,"nowcast",0.556840844647428,1.23785783370446,0.7614287797828,1.00170659580711,0.882490256378858,0.892017690303353,0.212437442202391,0.739803921568627
"CE-Itapajé",2020-06-09,"nowcast",0.566822182809529,1.21728444589349,0.751518345575608,0.999818080593012,0.883434032896519,0.891836814573041,0.207768064344207,0.735632183908046
"CE-Itapajé",2020-06-10,"nowcast",0.553587629527104,1.24880784508935,0.755235248107729,1.00497385375047,0.895757829408831,0.912887054443844,0.226134322924859,0.70772238514174
"CE-Itapajé",2020-06-11,"nowcast",0.574167461548064,1.30005786051306,0.757214185775514,1.01529641331568,0.905076307807073,0.932494710476518,0.237044307503227,0.680076997112608
"CE-Itapajé",2020-06-12,"nowcast",0.561547101376225,1.2987083166546,0.797566705981057,1.06724118259939,0.931410161760635,0.958249817649563,0.238172908978357,0.629651162790698
"CE-Itapajé",2020-06-13,"nowcast",0.597330720606063,1.33380959562809,0.786629005418622,1.05872940845127,0.937896212983403,0.961923716887773,0.23320493707787,0.614965986394558
"CE-Itapajé",2020-06-14,"nowcast",0.559052802028219,1.31982791779682,0.764658734977392,1.03847115245723,0.9538271000229,0.97861738402779,0.244720688773235,0.589748549323017
"CE-Itapajé",2020-06-15,"nowcast",0.611675487346022,1.39061370409137,0.806931355050203,1.08507404241508,0.960253014117713,0.988778323455299,0.243778098357189,0.570126091173618
"CE-Itapajé",2020-06-16,"nowcast",0.607477086810441,1.37810407173045,0.822153752730197,1.09860023849406,0.984001199609168,1.00493122599778,0.247015266975061,0.53094083414161
"CE-Itapajé",2020-06-17,"nowcast",0.620778204572134,1.43636855968731,0.809709729998319,1.10435466189241,1.00571108204004,1.03623934434414,0.256410413735193,0.488269230769231
"CE-Itapajé",2020-06-18,"nowcast",0.667737715597166,1.49448373138615,0.851126434127924,1.15259449401038,1.03734203857514,1.07071317796786,0.268425303886214,0.436186770428016
"CE-Itapajé",2020-06-19,"nowcast",0.676226943430988,1.49897790898001,0.885755882355751,1.18815723536139,1.06944343905428,1.09752072037171,0.265951775160665,0.377734753146176
"CE-Itapajé",2020-06-20,"nowcast",0.718885563001903,1.56431784434159,0.899571806535378,1.20010294042357,1.09436477165602,1.12708272430447,0.272871631227612,0.333333333333333
