"date","type","bottom","top","lower","upper","median","mean","region"
2020-02-08,"nowcast",1,1,1,1,1,1,"CE-Sobral"
2020-02-09,"nowcast",0,0,0,0,0,0,"CE-Sobral"
2020-02-10,"nowcast",0,0,0,0,0,0,"CE-Sobral"
2020-02-11,"nowcast",0,1,0,1,0.5,0.5,"CE-Sobral"
2020-02-12,"nowcast",0,0,0,0,0,0,"CE-Sobral"
2020-02-13,"nowcast",0,0,0,0,0,0,"CE-Sobral"
2020-02-14,"nowcast",0,1,0,0,0,0.333333333333333,"CE-Sobral"
2020-02-15,"nowcast",0,1,0,0,0,0.25,"CE-Sobral"
2020-02-16,"nowcast",0,1,0,0,0,0.428571428571429,"CE-Sobral"
2020-02-17,"nowcast",0,0,0,0,0,0,"CE-Sobral"
2020-02-18,"nowcast",0,1,0,0,0,0.25,"CE-Sobral"
2020-02-19,"nowcast",0,1,0,1,0.5,0.5,"CE-Sobral"
2020-02-20,"nowcast",0,1,0,0,0,0.416666666666667,"CE-Sobral"
2020-02-21,"nowcast",0,1,0,0,0,0.12,"CE-Sobral"
2020-02-22,"nowcast",0,1,0,0,0,0.3125,"CE-Sobral"
2020-02-23,"nowcast",0,1,0,0,0,0.289473684210526,"CE-Sobral"
2020-02-24,"nowcast",0,1,0,0,0,0.159090909090909,"CE-Sobral"
2020-02-25,"nowcast",0,1,0,0,0,0.298245614035088,"CE-Sobral"
2020-02-26,"nowcast",0,1,0,0,0,0.220588235294118,"CE-Sobral"
2020-02-27,"nowcast",0,1,0,0,0,0.347826086956522,"CE-Sobral"
2020-02-28,"nowcast",0,1,0,0,0,0.256637168141593,"CE-Sobral"
2020-02-29,"nowcast",0,1,0,0,0,0.22463768115942,"CE-Sobral"
2020-03-01,"nowcast",0,1,0,0,0,0.263803680981595,"CE-Sobral"
2020-03-02,"nowcast",0,1,0,0,0,0.251231527093596,"CE-Sobral"
2020-03-03,"nowcast",0,1,0,0,0,0.33596837944664,"CE-Sobral"
2020-03-04,"nowcast",0,1,0,0,0,0.249169435215947,"CE-Sobral"
2020-03-05,"nowcast",0,1,0,0,0,0.334231805929919,"CE-Sobral"
2020-03-06,"nowcast",0,1,0,0,0,0.305429864253394,"CE-Sobral"
2020-03-07,"nowcast",0,1,0,0,0,0.340866290018832,"CE-Sobral"
2020-03-08,"nowcast",0,1,0,0,0,0.331691297208539,"CE-Sobral"
2020-03-09,"nowcast",0,1,0,0,0,0.339677891654466,"CE-Sobral"
2020-03-10,"nowcast",0,1,0,0,0,0.341789052069426,"CE-Sobral"
2020-03-11,"nowcast",0,1,0,0,0,0.347718865598027,"CE-Sobral"
2020-03-12,"nowcast",0,1,0,0,0,0.401601830663616,"CE-Sobral"
2020-03-13,"nowcast",0,1,0,0,0,0.419565217391304,"CE-Sobral"
2020-03-14,"nowcast",0,1,0,0,0,0.436708860759494,"CE-Sobral"
2020-03-15,"nowcast",0,1,0,0,0,0.452012383900929,"CE-Sobral"
2020-03-16,"nowcast",0,1,0,0,0,0.447852760736196,"CE-Sobral"
2020-03-17,"nowcast",0,1,0,0,0,0.479271991911021,"CE-Sobral"
2020-03-18,"nowcast",0,1,0,0,0,0.477341389728097,"CE-Sobral"
2020-03-19,"nowcast",0,2,0,0,0,0.512537612838516,"CE-Sobral"
2020-03-20,"nowcast",0,1,0,0,0,0.479959919839679,"CE-Sobral"
