"date","type","bottom","top","lower","upper","median","mean","region"
2020-02-01,"nowcast",1,1,1,1,1,1,"AL-Maceió"
2020-02-02,"nowcast",0,0,0,0,0,0,"AL-Maceió"
2020-02-03,"nowcast",0,0,0,0,0,0,"AL-Maceió"
2020-02-04,"nowcast",0,1,1,1,1,0.75,"AL-Maceió"
2020-02-05,"nowcast",0,0,0,0,0,0,"AL-Maceió"
2020-02-06,"nowcast",0,1,0,0,0,0.25,"AL-Maceió"
2020-02-07,"nowcast",0,1,1,1,1,0.571428571428571,"AL-Maceió"
2020-02-08,"nowcast",0,1,0,1,0.5,0.5,"AL-Maceió"
2020-02-09,"nowcast",0,1,0,0,0,0.2,"AL-Maceió"
2020-02-10,"nowcast",0,0,0,0,0,0.0909090909090909,"AL-Maceió"
2020-02-11,"nowcast",0,1,0,0,0,0.214285714285714,"AL-Maceió"
2020-02-12,"nowcast",0,1,0,0,0,0.478260869565217,"AL-Maceió"
2020-02-13,"nowcast",0,1,0,0,0,0.269230769230769,"AL-Maceió"
2020-02-14,"nowcast",0,1,0,0,0,0.242424242424242,"AL-Maceió"
2020-02-15,"nowcast",0,1,0,0,0,0.210526315789474,"AL-Maceió"
2020-02-16,"nowcast",0,1,0,0,0,0.25531914893617,"AL-Maceió"
2020-02-17,"nowcast",0,1,0,0,0,0.175438596491228,"AL-Maceió"
2020-02-18,"nowcast",0,1,0,0,0,0.347222222222222,"AL-Maceió"
2020-02-19,"nowcast",0,1,0,0,0,0.247058823529412,"AL-Maceió"
2020-02-20,"nowcast",0,1,0,0,0,0.277227722772277,"AL-Maceió"
2020-02-21,"nowcast",0,1,0,0,0,0.328358208955224,"AL-Maceió"
2020-02-22,"nowcast",0,1,0,0,0,0.29585798816568,"AL-Maceió"
2020-02-23,"nowcast",0,1,0,0,0,0.308823529411765,"AL-Maceió"
2020-02-24,"nowcast",0,1,0,0,0,0.312,"AL-Maceió"
2020-02-25,"nowcast",0,1,0,0,0,0.295302013422819,"AL-Maceió"
2020-02-26,"nowcast",0,1,0,0,0,0.324396782841823,"AL-Maceió"
2020-02-27,"nowcast",0,1,0,0,0,0.257281553398058,"AL-Maceió"
2020-02-28,"nowcast",0,1,0,0,0,0.306695464362851,"AL-Maceió"
2020-02-29,"nowcast",0,1,0,0,0,0.315384615384615,"AL-Maceió"
2020-03-01,"nowcast",0,1,0,0,0,0.343003412969283,"AL-Maceió"
2020-03-02,"nowcast",0,1,0,0,0,0.308544303797468,"AL-Maceió"
2020-03-03,"nowcast",0,1,0,0,0,0.4099560761347,"AL-Maceió"
2020-03-04,"nowcast",0,1,0,0,0,0.401069518716578,"AL-Maceió"
2020-03-05,"nowcast",0,1,0,0,0,0.405778894472362,"AL-Maceió"
2020-03-06,"nowcast",0,1,0,0,0,0.425837320574163,"AL-Maceió"
