"date","type","bottom","top","lower","upper","median","mean","region"
2020-02-01,"nowcast",1,1,1,1,1,1,"RN-Parnamirim"
2020-02-02,"nowcast",0,0,0,0,0,0,"RN-Parnamirim"
2020-02-03,"nowcast",0,0,0,0,0,0,"RN-Parnamirim"
2020-02-04,"nowcast",0,0,0,0,0,0,"RN-Parnamirim"
2020-02-05,"nowcast",0,0,0,0,0,0,"RN-Parnamirim"
2020-02-06,"nowcast",0,0,0,0,0,0,"RN-Parnamirim"
2020-02-07,"nowcast",0,0,0,0,0,0,"RN-Parnamirim"
2020-02-08,"nowcast",0,0,0,0,0,0,"RN-Parnamirim"
2020-02-09,"nowcast",0,0,0,0,0,0,"RN-Parnamirim"
2020-02-10,"nowcast",0,1,1,1,1,0.666666666666667,"RN-Parnamirim"
2020-02-11,"nowcast",0,1,0,1,0.5,0.5,"RN-Parnamirim"
2020-02-12,"nowcast",0,0,0,0,0,0,"RN-Parnamirim"
2020-02-13,"nowcast",0,0,0,0,0,0,"RN-Parnamirim"
2020-02-14,"nowcast",0,1,0,0,0,0.2,"RN-Parnamirim"
2020-02-15,"nowcast",0,1,0,0,0,0.166666666666667,"RN-Parnamirim"
2020-02-16,"nowcast",0,0,0,0,0,0,"RN-Parnamirim"
2020-02-17,"nowcast",0,1,0,0,0,0.166666666666667,"RN-Parnamirim"
2020-02-18,"nowcast",0,0,0,0,0,0,"RN-Parnamirim"
2020-02-19,"nowcast",0,1,0,0,0,0.4,"RN-Parnamirim"
2020-02-20,"nowcast",0,1,0,0,0,0.285714285714286,"RN-Parnamirim"
2020-02-21,"nowcast",0,1,0,0,0,0.222222222222222,"RN-Parnamirim"
2020-02-22,"nowcast",0,1,0,0,0,0.15,"RN-Parnamirim"
2020-02-23,"nowcast",0,1,0,0,0,0.441176470588235,"RN-Parnamirim"
2020-02-24,"nowcast",0,1,0,0,0,0.282608695652174,"RN-Parnamirim"
2020-02-25,"nowcast",0,1,0,0,0,0.394366197183099,"RN-Parnamirim"
2020-02-26,"nowcast",0,1,0,0,0,0.391304347826087,"RN-Parnamirim"
2020-02-27,"nowcast",0,1,0,0,0,0.285714285714286,"RN-Parnamirim"
2020-02-28,"nowcast",0,1,0,0,0,0.35,"RN-Parnamirim"
2020-02-29,"nowcast",0,1,0,0,0,0.303370786516854,"RN-Parnamirim"
2020-03-01,"nowcast",0,1,0,0,0,0.3125,"RN-Parnamirim"
2020-03-02,"nowcast",0,1,0,0,0,0.341463414634146,"RN-Parnamirim"
2020-03-03,"nowcast",0,1,0,0,0,0.31547619047619,"RN-Parnamirim"
2020-03-04,"nowcast",0,1,0,0,0,0.362745098039216,"RN-Parnamirim"
2020-03-05,"nowcast",0,1,0,0,0,0.349075975359343,"RN-Parnamirim"
2020-03-06,"nowcast",0,1,0,0,0,0.375451263537906,"RN-Parnamirim"
2020-03-07,"nowcast",0,1,0,0,0,0.433962264150943,"RN-Parnamirim"
2020-03-08,"nowcast",0,1,0,0,0,0.432432432432432,"RN-Parnamirim"
2020-03-09,"nowcast",0,1,0,0,0,0.483290488431877,"RN-Parnamirim"
2020-03-10,"nowcast",0,1,0,0,0,0.533980582524272,"RN-Parnamirim"
2020-03-11,"nowcast",0,2,0,0,0,0.575757575757576,"RN-Parnamirim"
2020-03-12,"nowcast",0,2,0,1,1,0.643543223052295,"RN-Parnamirim"
