"date","type","bottom","top","lower","upper","median","mean","region"
2020-02-07,"nowcast",1,1,1,1,1,1,"Alagoas"
2020-02-08,"nowcast",0,1,0,0,0,0.25,"Alagoas"
2020-02-09,"nowcast",0,1,0,0,0,0.333333333333333,"Alagoas"
2020-02-10,"nowcast",0,1,0,0,0,0.25,"Alagoas"
2020-02-11,"nowcast",0,1,0,0,0,0.222222222222222,"Alagoas"
2020-02-12,"nowcast",0,1,0,0,0,0.428571428571429,"Alagoas"
2020-02-13,"nowcast",0,1,0,0,0,0.333333333333333,"Alagoas"
2020-02-14,"nowcast",0,1,0,0,0,0.4,"Alagoas"
2020-02-15,"nowcast",0,1,0,0,0,0.303030303030303,"Alagoas"
2020-02-16,"nowcast",0,1,0,0,0,0.285714285714286,"Alagoas"
2020-02-17,"nowcast",0,1,0,0,0,0.307692307692308,"Alagoas"
2020-02-18,"nowcast",0,1,0,0,0,0.2,"Alagoas"
2020-02-19,"nowcast",0,1,0,0,0,0.317073170731707,"Alagoas"
2020-02-20,"nowcast",0,1,0,0,0,0.298076923076923,"Alagoas"
2020-02-21,"nowcast",0,1,0,0,0,0.347826086956522,"Alagoas"
2020-02-22,"nowcast",0,1,0,0,0,0.276470588235294,"Alagoas"
2020-02-23,"nowcast",0,1,0,0,0,0.225490196078431,"Alagoas"
2020-02-24,"nowcast",0,1,0,0,0,0.281124497991968,"Alagoas"
2020-02-25,"nowcast",0,1,0,0,0,0.272727272727273,"Alagoas"
2020-02-26,"nowcast",0,1,0,0,0,0.271676300578035,"Alagoas"
2020-02-27,"nowcast",0,1,0,0,0,0.339712918660287,"Alagoas"
2020-02-28,"nowcast",0,1,0,0,0,0.323711340206186,"Alagoas"
2020-02-29,"nowcast",0,1,0,0,0,0.32780847145488,"Alagoas"
2020-03-01,"nowcast",0,1,0,0,0,0.349258649093904,"Alagoas"
2020-03-02,"nowcast",0,1,0,0,0,0.373493975903614,"Alagoas"
