region,date,median,lower_90,upper_90,lower_50,upper_50,confidence
RN-Acari,2020-02-22,1,1,1,1,1,1
RN-Acari,2020-02-23,1,1,1,1,1,1
RN-Acari,2020-02-24,0.5,0,1,0,1,1
RN-Acari,2020-02-25,0,0,0,0,0,1
RN-Acari,2020-02-26,0,0,0,0,0,1
RN-Acari,2020-02-27,0,0,0,0,0,1
RN-Acari,2020-02-28,0,0,1,0,0,1
RN-Acari,2020-02-29,0,0,0,0,0,1
RN-Acari,2020-03-01,0,0,1,0,0,1
RN-Acari,2020-03-02,0,0,1,0,0,1
RN-Acari,2020-03-03,0,0,0,0,0,1
RN-Acari,2020-03-04,0.5,0,1,0,1,1
RN-Acari,2020-03-05,0,0,1,0,0,1
RN-Acari,2020-03-06,0,0,1,0,0,1
RN-Acari,2020-03-07,0,0,0,0,0,1
RN-Acari,2020-03-08,0,0,1,0,0,1
RN-Acari,2020-03-09,0,0,1,0,0,1
RN-Acari,2020-03-10,0,0,1,0,0,1
RN-Acari,2020-03-11,0,0,0,0,0,1
RN-Acari,2020-03-12,0,0,1,0,0,1
RN-Acari,2020-03-13,0,0,1,0,0,1
RN-Acari,2020-03-14,0,0,0,0,0,1
RN-Acari,2020-03-15,0,0,0,0,0,1
RN-Acari,2020-03-16,0,0,0,0,0,1
RN-Acari,2020-03-17,0,0,0,0,0,1
RN-Acari,2020-03-18,0,0,0,0,0,1
RN-Acari,2020-03-19,0,0,0,0,0,1
RN-Acari,2020-03-20,0,0,0,0,0,1
RN-Acari,2020-03-21,0,0,1,0,0,1
RN-Acari,2020-03-22,0,0,1,0,0,1
RN-Acari,2020-03-23,0,0,1,0,0,1
RN-Acari,2020-03-24,0,0,1,0,0,1
RN-Acari,2020-03-25,0,0,0,0,0,1
RN-Acari,2020-03-26,0,0,0,0,0,1
RN-Acari,2020-03-27,0,0,0,0,0,1
RN-Acari,2020-03-28,0,0,1,0,0,1
RN-Acari,2020-03-29,0,0,0,0,0,1
RN-Acari,2020-03-30,0,0,0,0,0,1
RN-Acari,2020-03-31,0,0,1,0,0,1
RN-Acari,2020-04-01,0,0,1,0,0,1
RN-Acari,2020-04-02,0,0,0,0,0,1
RN-Acari,2020-04-03,0,0,1,0,0,1
RN-Acari,2020-04-04,0,0,1,0,0,1
RN-Acari,2020-04-05,0,0,1,0,0,1
RN-Acari,2020-04-06,0,0,1,0,0,1
RN-Acari,2020-04-07,0,0,1,0,0,1
RN-Acari,2020-04-08,0,0,1,0,0,1
RN-Acari,2020-04-09,0,0,1,0,0,1
RN-Acari,2020-04-10,0,0,0,0,0,1
RN-Acari,2020-04-11,0,0,1,0,0,1
RN-Acari,2020-04-12,0,0,1,0,0,1
RN-Acari,2020-04-13,0,0,0,0,0,1
RN-Acari,2020-04-14,0,0,0,0,0,1
RN-Acari,2020-04-15,0,0,0,0,0,1
RN-Acari,2020-04-16,0,0,1,0,0,1
RN-Acari,2020-04-17,0,0,1,0,0,1
RN-Acari,2020-04-18,0,0,1,0,0,1
RN-Acari,2020-04-19,0,0,1,0,0,1
RN-Acari,2020-04-20,0,0,0,0,0,1
RN-Acari,2020-04-21,0,0,0,0,0,1
RN-Acari,2020-04-22,0,0,1,0,0,1
RN-Acari,2020-04-23,0,0,1,0,0,1
RN-Acari,2020-04-24,0,0,1,0,0,1
RN-Acari,2020-04-25,0,0,1,0,0,1
RN-Acari,2020-04-26,0,0,1,0,0,1
RN-Acari,2020-04-27,0,0,0,0,0,1
RN-Acari,2020-04-28,0,0,1,0,0,1
RN-Acari,2020-04-29,0,0,1,0,0,1
RN-Acari,2020-04-30,0,0,1,0,0,1
RN-Acari,2020-05-01,0,0,1,0,0,1
RN-Acari,2020-05-02,0,0,1,0,0,1
RN-Acari,2020-05-03,0,0,1,0,0,1
RN-Acari,2020-05-04,0,0,1,0,0,1
RN-Acari,2020-05-05,0,0,0,0,0,1
RN-Acari,2020-05-06,0,0,0,0,0,1
RN-Acari,2020-05-07,0,0,1,0,0,1
RN-Acari,2020-05-08,0,0,1,0,0,1
RN-Acari,2020-05-09,0,0,1,0,0,1
RN-Acari,2020-05-10,0,0,1,0,0,1
RN-Acari,2020-05-11,0,0,1,0,0,1
RN-Acari,2020-05-12,0,0,1,0,0,1
RN-Acari,2020-05-13,0,0,1,0,0,1
RN-Acari,2020-05-14,0,0,1,0,0,1
RN-Acari,2020-05-15,0,0,1,0,0,1
RN-Acari,2020-05-16,0,0,1,0,0,1
RN-Acari,2020-05-17,0,0,1,0,0,1
RN-Acari,2020-05-18,0,0,1,0,0,1
RN-Acari,2020-05-19,0,0,1,0,0,1
RN-Acari,2020-05-20,0,0,1,0,0,1
RN-Acari,2020-05-21,0,0,1,0,0,1
RN-Acari,2020-05-22,0,0,1,0,0,1
RN-Acari,2020-05-23,0,0,1,0,0,1
RN-Acari,2020-05-24,0,0,1,0,0,1
RN-Acari,2020-05-25,0,0,1,0,0,1
RN-Acari,2020-05-26,0,0,1,0,0,1
RN-Acari,2020-05-27,0,0,1,0,0,1
RN-Acari,2020-05-28,0,0,1,0,0,1
RN-Acari,2020-05-29,0,0,2,0,0,1
RN-Acari,2020-05-30,0,0,1,0,0,1
RN-Acari,2020-05-31,0,0,2,0,0,1
RN-Acari,2020-06-01,0,0,1,0,0,1
RN-Acari,2020-06-02,0,0,2,0,0,1
RN-Acari,2020-06-03,1,0,2,0,1,1
RN-Acari,2020-06-04,1,0,2,0,1,1
RN-Acari,2020-06-05,0.5,0,2,0,1,1
RN-Acari,2020-06-06,0,0,2,0,0,1
RN-Acari,2020-06-07,0,0,2,0,0,1
RN-Acari,2020-06-08,0,0,2,0,0,1
RN-Acari,2020-06-09,0,0,2,0,0,0.99
RN-Acari,2020-06-10,0,0,1,0,0,0.99
RN-Acari,2020-06-11,0,0,1,0,0,0.99
RN-Acari,2020-06-12,0,0,2,0,0,0.99
RN-Acari,2020-06-13,1,0,2,0,1,0.99
RN-Acari,2020-06-14,1,0,2,0,1,0.99
RN-Acari,2020-06-15,1,0,2,0,1,0.99
RN-Acari,2020-06-16,1,0,2,0,1,0.99
RN-Acari,2020-06-17,1,0,3,0,1,0.99
RN-Acari,2020-06-18,1,0,3,0,1,0.99
RN-Acari,2020-06-19,1,0,3,0,1,0.99
RN-Acari,2020-06-20,1,0,3,0,1,0.99
RN-Acari,2020-06-21,1,0,3,0,1,0.99
RN-Acari,2020-06-22,1,0,3,0,1,0.99
RN-Acari,2020-06-23,1,0,3,0,1,0.98
RN-Acari,2020-06-24,1,0,3,0,1,0.98
RN-Acari,2020-06-25,1,0,3,0,1,0.98
RN-Acari,2020-06-26,1,0,2,0,1,0.98
RN-Acari,2020-06-27,1,0,2,0,1,0.98
RN-Acari,2020-06-28,1,0,2,0,1,0.98
RN-Acari,2020-06-29,1,0,2,0,1,0.98
RN-Acari,2020-06-30,1,0,2,0,1,0.97
RN-Acari,2020-07-01,1,0,2,0,1,0.97
RN-Acari,2020-07-02,1,0,3,0,1,0.97
RN-Acari,2020-07-03,1,0,2,0,1,0.97
RN-Acari,2020-07-04,1,0,3,0,1,0.96
RN-Acari,2020-07-05,1,0,3,0,1,0.96
RN-Acari,2020-07-06,1,0,2,0,1,0.96
RN-Acari,2020-07-07,1,0,2,0,1,0.95
RN-Acari,2020-07-08,1,0,2,0,1,0.95
RN-Acari,2020-07-09,0,0,2,0,0,0.95
RN-Acari,2020-07-10,0,0,2,0,0,0.94
RN-Acari,2020-07-11,0,0,1,0,0,0.94
RN-Acari,2020-07-12,0,0,2,0,0,0.93
RN-Acari,2020-07-13,1,0,1,0,1,0.92
RN-Acari,2020-07-14,0,0,2,0,0,0.92
RN-Acari,2020-07-15,0,0,2,0,0,0.91
RN-Acari,2020-07-16,0,0,2,0,0,0.9
RN-Acari,2020-07-17,1,0,2,0,1,0.9
RN-Acari,2020-07-18,1,0,2,0,1,0.89
RN-Acari,2020-07-19,1,0,2,0,1,0.88
RN-Acari,2020-07-20,1,0,3,0,1,0.87
RN-Acari,2020-07-21,1,0,2,0,1,0.86
RN-Acari,2020-07-22,1,0,2,0,1,0.85
RN-Acari,2020-07-23,1,0,3,0,1,0.83
RN-Acari,2020-07-24,1,0,3,0,1,0.82
RN-Acari,2020-07-25,1.5,0,3,0,2,0.8
RN-Acari,2020-07-26,2,0,4,1,2,0.78
RN-Acari,2020-07-27,1,0,3,0,1,0.77
RN-Acari,2020-07-28,2,0,5,1,2,0.74
RN-Acari,2020-07-29,2,0,4,0,2,0.72
RN-Acari,2020-07-30,2,0,5,0,2,0.69
RN-Acari,2020-07-31,2,0,5,1,2,0.66
RN-Acari,2020-08-01,3,0,7,1,3,0.63
RN-Acari,2020-08-02,3,0,8,2,4,0.59
RN-Acari,2020-08-03,3.5,0,9,1,4,0.55
RN-Acari,2020-08-04,4,0,10,0,4,0.49
RN-Acari,2020-08-05,4,0,10,0,4,0.43
RN-Acari,2020-08-06,5,0,14,1,5,0.36
