region,date,median,lower_90,upper_90,lower_50,upper_50,confidence
AL-Arapiraca,2020-03-14,1,1,1,1,1,1
AL-Arapiraca,2020-03-15,1,0,1,1,1,1
AL-Arapiraca,2020-03-16,0,0,1,0,0,1
AL-Arapiraca,2020-03-17,0,0,0,0,0,1
AL-Arapiraca,2020-03-18,0,0,1,0,0,1
AL-Arapiraca,2020-03-19,1,0,1,1,1,1
AL-Arapiraca,2020-03-20,0,0,1,0,0,1
AL-Arapiraca,2020-03-21,0,0,1,0,0,1
AL-Arapiraca,2020-03-22,0,0,1,0,0,1
AL-Arapiraca,2020-03-23,0,0,1,0,0,1
AL-Arapiraca,2020-03-24,0,0,1,0,0,1
AL-Arapiraca,2020-03-25,0,0,1,0,0,1
AL-Arapiraca,2020-03-26,0,0,1,0,0,1
AL-Arapiraca,2020-03-27,0,0,1,0,0,1
AL-Arapiraca,2020-03-28,0,0,1,0,0,1
AL-Arapiraca,2020-03-29,0,0,1,0,0,1
AL-Arapiraca,2020-03-30,0,0,1,0,0,1
AL-Arapiraca,2020-03-31,0,0,1,0,0,1
AL-Arapiraca,2020-04-01,0,0,1,0,0,1
AL-Arapiraca,2020-04-02,0,0,1,0,0,1
AL-Arapiraca,2020-04-03,0,0,1,0,0,1
AL-Arapiraca,2020-04-04,0,0,1,0,0,1
AL-Arapiraca,2020-04-05,0,0,1,0,0,1
AL-Arapiraca,2020-04-06,0,0,1,0,0,1
AL-Arapiraca,2020-04-07,0,0,1,0,0,1
AL-Arapiraca,2020-04-08,0,0,1,0,0,1
AL-Arapiraca,2020-04-09,0,0,2,0,0,1
AL-Arapiraca,2020-04-10,1,0,2,0,1,1
AL-Arapiraca,2020-04-11,1,0,2,0,1,1
AL-Arapiraca,2020-04-12,1,0,2,0,1,1
AL-Arapiraca,2020-04-13,1,0,2,0,1,1
AL-Arapiraca,2020-04-14,1,0,3,0,1,1
AL-Arapiraca,2020-04-15,1,0,3,0,1,1
AL-Arapiraca,2020-04-16,1,0,3,0,1,1
AL-Arapiraca,2020-04-17,2,0,3,1,2,1
AL-Arapiraca,2020-04-18,2,0,4,1,2,1
AL-Arapiraca,2020-04-19,2,0,4,1,2,1
AL-Arapiraca,2020-04-20,2,1,5,0,2,1
AL-Arapiraca,2020-04-21,3,0,5,1,3,1
AL-Arapiraca,2020-04-22,3,0,5,1,3,1
AL-Arapiraca,2020-04-23,3,0,5,1,3,1
AL-Arapiraca,2020-04-24,3,1,6,1,3,1
AL-Arapiraca,2020-04-25,3,1,6,1,3,1
AL-Arapiraca,2020-04-26,3,1,6,1,3,1
AL-Arapiraca,2020-04-27,4,0,6,2,4,1
AL-Arapiraca,2020-04-28,4,1,7,3,5,1
AL-Arapiraca,2020-04-29,4,1,8,2,5,1
AL-Arapiraca,2020-04-30,5,1,8,2,5,1
AL-Arapiraca,2020-05-01,5,1,9,3,6,1
AL-Arapiraca,2020-05-02,6,2,10,4,7,1
AL-Arapiraca,2020-05-03,7,2,11,5,8,1
AL-Arapiraca,2020-05-04,8,4,13,4,8,1
AL-Arapiraca,2020-05-05,9,4,14,6,10,1
AL-Arapiraca,2020-05-06,11,5,16,8,12,1
AL-Arapiraca,2020-05-07,12,5,17,8,13,1
AL-Arapiraca,2020-05-08,14,7,19,9,14,1
AL-Arapiraca,2020-05-09,15,8,21,11,16,1
AL-Arapiraca,2020-05-10,17,10,23,13,18,1
AL-Arapiraca,2020-05-11,18,11,25,13,19,1
AL-Arapiraca,2020-05-12,19,11,26,14,20,1
AL-Arapiraca,2020-05-13,20,12,27,15,21,1
AL-Arapiraca,2020-05-14,21,12,28,17,23,1
AL-Arapiraca,2020-05-15,22,13,30,19,25,1
AL-Arapiraca,2020-05-16,24,15,32,18,25,1
AL-Arapiraca,2020-05-17,26,18,35,21,28,1
AL-Arapiraca,2020-05-18,29,18,37,25,32,1
AL-Arapiraca,2020-05-19,31,21,40,27,34,1
AL-Arapiraca,2020-05-20,33,24,43,26,34,1
AL-Arapiraca,2020-05-21,34,23,44,29,37,1
AL-Arapiraca,2020-05-22,37,25,47,31,40,1
AL-Arapiraca,2020-05-23,39,29,51,35,43,1
AL-Arapiraca,2020-05-24,43,30,55,35,45,1
AL-Arapiraca,2020-05-25,47,33,60,39,50,1
AL-Arapiraca,2020-05-26,52,37,64,46,56,1
AL-Arapiraca,2020-05-27,56.5,43,70,49,60,1
AL-Arapiraca,2020-05-28,61.5,47,73,53,64,1
AL-Arapiraca,2020-05-29,66,50,79,60,72,1
AL-Arapiraca,2020-05-30,70,54,82,62,73,1
AL-Arapiraca,2020-05-31,75,60,88,69,80,1
AL-Arapiraca,2020-06-01,80,65,94,73,84,1
AL-Arapiraca,2020-06-02,85,70,99,81,92,1
AL-Arapiraca,2020-06-03,87,73,102,77,89,1
AL-Arapiraca,2020-06-04,88,71,101,81,93,1
AL-Arapiraca,2020-06-05,90,75,105,81,93,1
AL-Arapiraca,2020-06-06,92,75,107,83,96,1
