region,date,type,median,lower_90,upper_90,lower_50,upper_50,prob_control
CE-Fortaleza,2020-04-01,nowcast,1.3,1.1,1.5,1.2,1.4,0.01
CE-Fortaleza,2020-04-02,nowcast,1.3,1.1,1.5,1.2,1.3,0.01
CE-Fortaleza,2020-04-03,nowcast,1.2,1.1,1.4,1.2,1.3,0.01
CE-Fortaleza,2020-04-04,nowcast,1.2,1.1,1.4,1.2,1.3,0.01
CE-Fortaleza,2020-04-05,nowcast,1.2,1.1,1.4,1.2,1.3,0.01
CE-Fortaleza,2020-04-06,nowcast,1.2,1.1,1.4,1.2,1.3,0.01
CE-Fortaleza,2020-04-07,nowcast,1.2,1.1,1.4,1.2,1.3,0
CE-Fortaleza,2020-04-08,nowcast,1.2,1.1,1.4,1.2,1.3,0
CE-Fortaleza,2020-04-09,nowcast,1.3,1.1,1.4,1.2,1.3,0
CE-Fortaleza,2020-04-10,nowcast,1.3,1.1,1.4,1.2,1.3,0
CE-Fortaleza,2020-04-11,nowcast,1.3,1.2,1.4,1.2,1.3,0
CE-Fortaleza,2020-04-12,nowcast,1.3,1.2,1.5,1.2,1.3,0
CE-Fortaleza,2020-04-13,nowcast,1.3,1.2,1.4,1.2,1.3,0
CE-Fortaleza,2020-04-14,nowcast,1.3,1.2,1.4,1.2,1.4,0
CE-Fortaleza,2020-04-15,nowcast,1.3,1.2,1.4,1.2,1.3,0
CE-Fortaleza,2020-04-16,nowcast,1.3,1.1,1.4,1.2,1.3,0
CE-Fortaleza,2020-04-17,nowcast,1.3,1.1,1.4,1.2,1.3,0
CE-Fortaleza,2020-04-18,nowcast,1.2,1.1,1.4,1.2,1.3,0
CE-Fortaleza,2020-04-19,nowcast,1.2,1.1,1.4,1.2,1.3,0
CE-Fortaleza,2020-04-20,nowcast,1.2,1.1,1.3,1.2,1.3,0
CE-Fortaleza,2020-04-21,nowcast,1.2,1.1,1.3,1.1,1.2,0
CE-Fortaleza,2020-04-22,nowcast,1.2,1.1,1.3,1.1,1.2,0.01
CE-Fortaleza,2020-04-23,nowcast,1.2,1.1,1.2,1.1,1.2,0.01
CE-Fortaleza,2020-04-24,nowcast,1.2,1.1,1.3,1.1,1.2,0.01
CE-Fortaleza,2020-04-25,nowcast,1.2,1.1,1.3,1.1,1.2,0
CE-Fortaleza,2020-04-26,nowcast,1.2,1.1,1.3,1.1,1.2,0
CE-Fortaleza,2020-04-27,nowcast,1.2,1.1,1.3,1.2,1.2,0
CE-Fortaleza,2020-04-28,nowcast,1.2,1.1,1.3,1.2,1.3,0
CE-Fortaleza,2020-04-29,nowcast,1.2,1.1,1.3,1.2,1.3,0
CE-Fortaleza,2020-04-30,nowcast,1.2,1.1,1.3,1.2,1.3,0
CE-Fortaleza,2020-05-01,nowcast,1.2,1.1,1.3,1.1,1.2,0
CE-Fortaleza,2020-05-02,nowcast,1.1,1,1.2,1.1,1.2,0.02
CE-Fortaleza,2020-05-03,nowcast,1.1,1,1.2,1,1.1,0.08
CE-Fortaleza,2020-05-04,nowcast,1,1,1.1,1,1.1,0.19
CE-Fortaleza,2020-05-05,nowcast,1,0.9,1.1,1,1.1,0.28
CE-Fortaleza,2020-05-06,nowcast,1,1,1.1,1,1.1,0.3
CE-Fortaleza,2020-05-07,nowcast,1,1,1.1,1,1,0.31
CE-Fortaleza,2020-05-08,nowcast,1,1,1.1,1,1,0.27
CE-Fortaleza,2020-05-09,nowcast,1,1,1.1,1,1,0.26
CE-Fortaleza,2020-05-10,nowcast,1,1,1.1,1,1,0.25
CE-Fortaleza,2020-05-11,nowcast,1,1,1.1,1,1,0.3
CE-Fortaleza,2020-05-12,nowcast,1,1,1.1,1,1,0.41
CE-Fortaleza,2020-05-13,nowcast,1,0.9,1.1,1,1,0.54
CE-Fortaleza,2020-05-14,nowcast,1,0.9,1,1,1,0.67
CE-Fortaleza,2020-05-15,nowcast,1,0.9,1,1,1,0.77
CE-Fortaleza,2020-05-16,nowcast,1,0.9,1,0.9,1,0.87
CE-Fortaleza,2020-05-17,nowcast,0.9,0.9,1,0.9,1,0.95
CE-Fortaleza,2020-05-18,nowcast,0.9,0.9,1,0.9,1,0.97
CE-Fortaleza,2020-05-19,nowcast,0.9,0.9,1,0.9,1,0.98
CE-Fortaleza,2020-05-20,nowcast,0.9,0.9,1,0.9,1,0.96
CE-Fortaleza,2020-05-21,nowcast,1,0.9,1,0.9,1,0.82
CE-Fortaleza,2020-05-22,nowcast,1,0.9,1.1,1,1,0.53
CE-Fortaleza,2020-05-23,nowcast,1,0.9,1.1,1,1.1,0.25
CE-Fortaleza,2020-05-24,nowcast,1.1,1,1.1,1,1.1,0.15
CE-Fortaleza,2020-05-25,nowcast,1.1,1,1.1,1,1.1,0.12
CE-Fortaleza,2020-05-26,nowcast,1,1,1.1,1,1.1,0.14
CE-Fortaleza,2020-05-27,nowcast,1,0.9,1.1,1,1.1,0.3
CE-Fortaleza,2020-05-28,nowcast,1,0.9,1.1,0.9,1,0.63
CE-Fortaleza,2020-05-29,nowcast,0.9,0.9,1,0.9,1,0.9
CE-Fortaleza,2020-05-30,nowcast,0.9,0.8,1,0.9,0.9,0.99
CE-Fortaleza,2020-05-31,nowcast,0.9,0.8,0.9,0.8,0.9,1
CE-Fortaleza,2020-06-01,nowcast,0.9,0.8,0.9,0.8,0.9,1
CE-Fortaleza,2020-06-02,nowcast,0.8,0.8,0.9,0.8,0.9,1
CE-Fortaleza,2020-06-03,nowcast,0.9,0.8,0.9,0.8,0.9,1
CE-Fortaleza,2020-06-04,nowcast,0.9,0.8,0.9,0.8,0.9,1
CE-Fortaleza,2020-06-05,nowcast,0.9,0.8,0.9,0.8,0.9,0.99
CE-Fortaleza,2020-06-06,nowcast,0.9,0.8,0.9,0.8,0.9,1
CE-Fortaleza,2020-06-07,nowcast,0.9,0.8,0.9,0.8,0.9,1
CE-Fortaleza,2020-06-08,nowcast,0.9,0.8,0.9,0.8,0.9,1
CE-Fortaleza,2020-06-09,nowcast,0.9,0.8,0.9,0.8,0.9,1
CE-Fortaleza,2020-06-10,nowcast,0.9,0.8,0.9,0.8,0.9,1
CE-Fortaleza,2020-06-11,nowcast,0.9,0.8,1,0.8,0.9,0.98
CE-Fortaleza,2020-06-12,nowcast,0.9,0.8,1,0.9,0.9,0.92
CE-Fortaleza,2020-06-13,nowcast,0.9,0.8,1,0.9,0.9,0.91
CE-Fortaleza,2020-06-14,nowcast,0.9,0.8,1,0.9,0.9,0.94
CE-Fortaleza,2020-06-15,nowcast,0.9,0.8,1,0.9,0.9,0.97
CE-Fortaleza,2020-06-16,nowcast,0.9,0.8,1,0.9,0.9,0.98
CE-Fortaleza,2020-06-17,nowcast,0.9,0.8,1,0.9,0.9,0.99
CE-Fortaleza,2020-06-18,nowcast,0.9,0.8,1,0.9,0.9,0.98
CE-Fortaleza,2020-06-19,nowcast,0.9,0.8,1,0.9,0.9,0.97
CE-Fortaleza,2020-06-20,nowcast,0.9,0.8,1,0.9,0.9,0.97
CE-Fortaleza,2020-06-21,nowcast,0.9,0.8,1,0.9,0.9,0.98
CE-Fortaleza,2020-06-22,nowcast,0.9,0.8,1,0.9,0.9,0.98
CE-Fortaleza,2020-06-23,nowcast,0.9,0.8,1,0.9,0.9,0.98
CE-Fortaleza,2020-06-24,nowcast,0.9,0.8,1,0.9,0.9,0.95
CE-Fortaleza,2020-06-25,nowcast,0.9,0.8,1,0.9,1,0.85
CE-Fortaleza,2020-06-26,nowcast,1,0.9,1.1,0.9,1,0.65
CE-Fortaleza,2020-06-27,nowcast,1,0.9,1.1,0.9,1,0.49
CE-Fortaleza,2020-06-28,nowcast,1,0.9,1.1,1,1,0.42
CE-Fortaleza,2020-06-29,forecast,1,0.9,1.1,0.9,1,0.47
CE-Fortaleza,2020-06-30,forecast,1,0.9,1.2,0.9,1.1,0.49
CE-Fortaleza,2020-07-01,forecast,1,0.9,1.2,0.9,1.1,0.49
CE-Fortaleza,2020-07-02,forecast,1,0.8,1.2,0.9,1.1,0.48
CE-Fortaleza,2020-07-03,forecast,1,0.8,1.2,0.9,1.1,0.46
CE-Fortaleza,2020-07-04,forecast,1,0.8,1.2,0.9,1.1,0.48
CE-Fortaleza,2020-07-05,forecast,1,0.8,1.2,0.9,1.1,0.48
CE-Fortaleza,2020-07-06,forecast,1,0.8,1.2,0.9,1.1,0.49
CE-Fortaleza,2020-07-07,forecast,1,0.8,1.2,0.9,1.1,0.49
CE-Fortaleza,2020-07-08,forecast,1,0.8,1.3,0.9,1.1,0.47
CE-Fortaleza,2020-07-09,forecast,1,0.8,1.2,0.9,1.1,0.48
CE-Fortaleza,2020-07-10,forecast,1,0.8,1.3,0.9,1.1,0.48
CE-Fortaleza,2020-07-11,forecast,1,0.8,1.3,0.9,1.1,0.49
CE-Fortaleza,2020-07-12,forecast,1,0.8,1.3,0.9,1.1,0.48
CE-Sobral,2020-04-22,nowcast,1.2,0.8,1.7,1.1,1.4,0.18
CE-Sobral,2020-04-23,nowcast,1.3,0.8,1.7,1.1,1.4,0.13
CE-Sobral,2020-04-24,nowcast,1.3,0.8,1.7,1.1,1.4,0.11
CE-Sobral,2020-04-25,nowcast,1.3,0.9,1.7,1.1,1.4,0.08
CE-Sobral,2020-04-26,nowcast,1.3,0.9,1.7,1.1,1.5,0.06
CE-Sobral,2020-04-27,nowcast,1.4,1,1.8,1.2,1.5,0.04
CE-Sobral,2020-04-28,nowcast,1.4,1,1.8,1.2,1.5,0.02
CE-Sobral,2020-04-29,nowcast,1.4,1,1.8,1.3,1.5,0.02
CE-Sobral,2020-04-30,nowcast,1.4,1.1,1.8,1.3,1.6,0.01
CE-Sobral,2020-05-01,nowcast,1.5,1.1,1.8,1.3,1.6,0.01
CE-Sobral,2020-05-02,nowcast,1.5,1.2,1.8,1.3,1.6,0.01
CE-Sobral,2020-05-03,nowcast,1.5,1.1,1.8,1.3,1.6,0.01
CE-Sobral,2020-05-04,nowcast,1.4,1.1,1.7,1.3,1.5,0.01
CE-Sobral,2020-05-05,nowcast,1.4,1.2,1.7,1.3,1.5,0
CE-Sobral,2020-05-06,nowcast,1.4,1.2,1.7,1.3,1.5,0.01
CE-Sobral,2020-05-07,nowcast,1.4,1.1,1.7,1.3,1.5,0
CE-Sobral,2020-05-08,nowcast,1.4,1.1,1.7,1.3,1.5,0
CE-Sobral,2020-05-09,nowcast,1.4,1.1,1.6,1.3,1.5,0
CE-Sobral,2020-05-10,nowcast,1.4,1.1,1.6,1.3,1.4,0.01
CE-Sobral,2020-05-11,nowcast,1.3,1.1,1.6,1.2,1.4,0.01
CE-Sobral,2020-05-12,nowcast,1.3,1.1,1.5,1.2,1.4,0.01
CE-Sobral,2020-05-13,nowcast,1.3,1.1,1.5,1.2,1.3,0.02
CE-Sobral,2020-05-14,nowcast,1.2,1,1.4,1.2,1.3,0.03
CE-Sobral,2020-05-15,nowcast,1.2,1,1.4,1.2,1.3,0.03
CE-Sobral,2020-05-16,nowcast,1.2,1,1.4,1.1,1.3,0.03
CE-Sobral,2020-05-17,nowcast,1.2,1,1.4,1.1,1.2,0.03
CE-Sobral,2020-05-18,nowcast,1.2,1,1.4,1.1,1.3,0.02
CE-Sobral,2020-05-19,nowcast,1.2,1.1,1.4,1.1,1.3,0.01
CE-Sobral,2020-05-20,nowcast,1.2,1.1,1.4,1.2,1.3,0.01
CE-Sobral,2020-05-21,nowcast,1.3,1.1,1.4,1.2,1.3,0
CE-Sobral,2020-05-22,nowcast,1.3,1.1,1.5,1.2,1.3,0
CE-Sobral,2020-05-23,nowcast,1.3,1.1,1.5,1.2,1.3,0
CE-Sobral,2020-05-24,nowcast,1.3,1.1,1.5,1.2,1.4,0
CE-Sobral,2020-05-25,nowcast,1.2,1.1,1.4,1.2,1.3,0.01
CE-Sobral,2020-05-26,nowcast,1.2,1,1.4,1.1,1.2,0.06
CE-Sobral,2020-05-27,nowcast,1.1,0.9,1.3,1,1.2,0.2
CE-Sobral,2020-05-28,nowcast,1,0.9,1.2,0.9,1.1,0.49
CE-Sobral,2020-05-29,nowcast,0.9,0.8,1.1,0.9,1,0.73
CE-Sobral,2020-05-30,nowcast,0.9,0.8,1.1,0.9,1,0.78
CE-Sobral,2020-05-31,nowcast,0.9,0.8,1.1,0.9,1,0.79
CE-Sobral,2020-06-01,nowcast,0.9,0.8,1.1,0.9,1,0.8
CE-Sobral,2020-06-02,nowcast,1,0.8,1.1,0.9,1,0.78
CE-Sobral,2020-06-03,nowcast,1,0.9,1.1,0.9,1,0.7
CE-Sobral,2020-06-04,nowcast,1,0.9,1.1,0.9,1,0.56
CE-Sobral,2020-06-05,nowcast,1,0.9,1.1,1,1.1,0.41
CE-Sobral,2020-06-06,nowcast,1,0.9,1.2,1,1.1,0.27
CE-Sobral,2020-06-07,nowcast,1.1,1,1.2,1,1.1,0.18
CE-Sobral,2020-06-08,nowcast,1.1,1,1.2,1,1.1,0.13
CE-Sobral,2020-06-09,nowcast,1.1,1,1.2,1,1.1,0.09
CE-Sobral,2020-06-10,nowcast,1.1,1,1.2,1,1.1,0.06
CE-Sobral,2020-06-11,nowcast,1.1,1,1.2,1,1.1,0.06
CE-Sobral,2020-06-12,nowcast,1.1,1,1.2,1,1.1,0.07
CE-Sobral,2020-06-13,nowcast,1.1,1,1.2,1,1.1,0.12
CE-Sobral,2020-06-14,nowcast,1.1,0.9,1.2,1,1.1,0.23
CE-Sobral,2020-06-15,nowcast,1,0.9,1.1,1,1.1,0.36
CE-Sobral,2020-06-16,nowcast,1,0.9,1.1,1,1.1,0.48
CE-Sobral,2020-06-17,nowcast,1,0.9,1.1,0.9,1,0.57
CE-Sobral,2020-06-18,nowcast,1,0.9,1.1,0.9,1,0.62
CE-Sobral,2020-06-19,nowcast,1,0.9,1.1,0.9,1,0.68
CE-Sobral,2020-06-20,nowcast,1,0.9,1.1,0.9,1,0.74
CE-Sobral,2020-06-21,nowcast,1,0.9,1,0.9,1,0.82
CE-Sobral,2020-06-22,nowcast,0.9,0.8,1,0.9,1,0.9
CE-Sobral,2020-06-23,nowcast,0.9,0.8,1,0.9,1,0.92
CE-Sobral,2020-06-24,nowcast,0.9,0.8,1,0.9,1,0.91
CE-Sobral,2020-06-25,nowcast,0.9,0.8,1,0.9,1,0.88
CE-Sobral,2020-06-26,nowcast,0.9,0.8,1,0.9,1,0.86
CE-Sobral,2020-06-27,nowcast,0.9,0.8,1.1,0.9,1,0.84
CE-Sobral,2020-06-28,forecast,0.9,0.8,1.1,0.9,1,0.79
CE-Sobral,2020-06-29,forecast,0.9,0.8,1.1,0.9,1,0.76
CE-Sobral,2020-06-30,forecast,0.9,0.7,1.1,0.9,1,0.74
CE-Sobral,2020-07-01,forecast,0.9,0.7,1.1,0.9,1,0.73
CE-Sobral,2020-07-02,forecast,0.9,0.7,1.1,0.8,1,0.72
CE-Sobral,2020-07-03,forecast,0.9,0.7,1.2,0.8,1,0.71
CE-Sobral,2020-07-04,forecast,0.9,0.7,1.2,0.8,1,0.71
CE-Sobral,2020-07-05,forecast,0.9,0.7,1.2,0.8,1,0.69
CE-Sobral,2020-07-06,forecast,0.9,0.7,1.2,0.8,1,0.69
CE-Sobral,2020-07-07,forecast,0.9,0.7,1.2,0.8,1,0.69
CE-Sobral,2020-07-08,forecast,0.9,0.6,1.2,0.8,1,0.7
CE-Sobral,2020-07-09,forecast,0.9,0.6,1.2,0.8,1,0.68
CE-Sobral,2020-07-10,forecast,0.9,0.6,1.2,0.8,1,0.67
CE-Sobral,2020-07-11,forecast,0.9,0.6,1.2,0.8,1.1,0.69
MA-São Luís,2020-03-23,nowcast,1.7,1.1,2.5,1.4,2,0.02
MA-São Luís,2020-03-24,nowcast,1.7,1.1,2.4,1.4,1.9,0.01
MA-São Luís,2020-03-25,nowcast,1.7,1.2,2.3,1.4,1.9,0.01
MA-São Luís,2020-03-26,nowcast,1.7,1.2,2.3,1.4,1.8,0.01
MA-São Luís,2020-03-27,nowcast,1.6,1.2,2.1,1.4,1.8,0.01
MA-São Luís,2020-03-28,nowcast,1.6,1.2,2.1,1.4,1.8,0.01
MA-São Luís,2020-03-29,nowcast,1.6,1.2,2,1.4,1.7,0.01
MA-São Luís,2020-03-30,nowcast,1.6,1.2,2,1.4,1.7,0.01
MA-São Luís,2020-03-31,nowcast,1.5,1.2,1.9,1.4,1.6,0
MA-São Luís,2020-04-01,nowcast,1.5,1.2,1.9,1.4,1.7,0
MA-São Luís,2020-04-02,nowcast,1.5,1.2,1.8,1.4,1.6,0
MA-São Luís,2020-04-03,nowcast,1.5,1.2,1.8,1.3,1.6,0
MA-São Luís,2020-04-04,nowcast,1.5,1.2,1.8,1.3,1.6,0
MA-São Luís,2020-04-05,nowcast,1.4,1.2,1.7,1.3,1.5,0
MA-São Luís,2020-04-06,nowcast,1.4,1.2,1.7,1.3,1.5,0
MA-São Luís,2020-04-07,nowcast,1.4,1.2,1.7,1.3,1.5,0
MA-São Luís,2020-04-08,nowcast,1.4,1.2,1.7,1.3,1.5,0
MA-São Luís,2020-04-09,nowcast,1.4,1.2,1.7,1.3,1.5,0
MA-São Luís,2020-04-10,nowcast,1.4,1.2,1.6,1.3,1.4,0
MA-São Luís,2020-04-11,nowcast,1.3,1.1,1.6,1.2,1.4,0
MA-São Luís,2020-04-12,nowcast,1.3,1.1,1.5,1.2,1.4,0.01
MA-São Luís,2020-04-13,nowcast,1.3,1.1,1.5,1.2,1.3,0.01
MA-São Luís,2020-04-14,nowcast,1.2,1.1,1.4,1.2,1.3,0.02
MA-São Luís,2020-04-15,nowcast,1.2,1,1.4,1.1,1.3,0.03
MA-São Luís,2020-04-16,nowcast,1.2,1,1.3,1.1,1.2,0.04
MA-São Luís,2020-04-17,nowcast,1.2,1,1.3,1.1,1.2,0.04
MA-São Luís,2020-04-18,nowcast,1.2,1,1.3,1.1,1.2,0.04
MA-São Luís,2020-04-19,nowcast,1.1,1,1.3,1.1,1.2,0.03
MA-São Luís,2020-04-20,nowcast,1.1,1,1.3,1.1,1.2,0.03
MA-São Luís,2020-04-21,nowcast,1.1,1,1.3,1.1,1.2,0.03
MA-São Luís,2020-04-22,nowcast,1.1,1,1.3,1.1,1.2,0.02
MA-São Luís,2020-04-23,nowcast,1.1,1,1.3,1.1,1.2,0.02
MA-São Luís,2020-04-24,nowcast,1.1,1,1.3,1.1,1.2,0.02
MA-São Luís,2020-04-25,nowcast,1.1,1,1.3,1.1,1.2,0.03
MA-São Luís,2020-04-26,nowcast,1.1,1,1.2,1.1,1.2,0.04
MA-São Luís,2020-04-27,nowcast,1.1,1,1.2,1.1,1.2,0.05
MA-São Luís,2020-04-28,nowcast,1.1,1,1.2,1.1,1.1,0.07
MA-São Luís,2020-04-29,nowcast,1.1,1,1.2,1.1,1.2,0.05
MA-São Luís,2020-04-30,nowcast,1.1,1,1.2,1.1,1.2,0.04
MA-São Luís,2020-05-01,nowcast,1.1,1,1.2,1.1,1.2,0.02
MA-São Luís,2020-05-02,nowcast,1.1,1,1.2,1.1,1.2,0.02
MA-São Luís,2020-05-03,nowcast,1.1,1,1.2,1.1,1.2,0.03
MA-São Luís,2020-05-04,nowcast,1.1,1,1.2,1.1,1.1,0.06
MA-São Luís,2020-05-05,nowcast,1.1,1,1.2,1,1.1,0.1
MA-São Luís,2020-05-06,nowcast,1.1,1,1.2,1,1.1,0.17
MA-São Luís,2020-05-07,nowcast,1,0.9,1.1,1,1.1,0.25
MA-São Luís,2020-05-08,nowcast,1,0.9,1.1,1,1.1,0.32
MA-São Luís,2020-05-09,nowcast,1,0.9,1.1,1,1.1,0.32
MA-São Luís,2020-05-10,nowcast,1,0.9,1.1,1,1.1,0.32
MA-São Luís,2020-05-11,nowcast,1,0.9,1.1,1,1.1,0.3
MA-São Luís,2020-05-12,nowcast,1,0.9,1.1,1,1.1,0.27
MA-São Luís,2020-05-13,nowcast,1,0.9,1.1,1,1.1,0.27
MA-São Luís,2020-05-14,nowcast,1,0.9,1.1,1,1.1,0.26
MA-São Luís,2020-05-15,nowcast,1,0.9,1.1,1,1.1,0.26
MA-São Luís,2020-05-16,nowcast,1,0.9,1.1,1,1.1,0.26
MA-São Luís,2020-05-17,nowcast,1,0.9,1.1,1,1.1,0.26
MA-São Luís,2020-05-18,nowcast,1,0.9,1.1,1,1.1,0.32
MA-São Luís,2020-05-19,nowcast,1,0.9,1.1,1,1,0.43
MA-São Luís,2020-05-20,nowcast,1,0.9,1.1,1,1,0.6
MA-São Luís,2020-05-21,nowcast,1,0.8,1,0.9,1,0.82
MA-São Luís,2020-05-22,nowcast,0.9,0.8,1,0.9,1,0.93
MA-São Luís,2020-05-23,nowcast,0.9,0.8,1,0.9,1,0.97
MA-São Luís,2020-05-24,nowcast,0.9,0.8,1,0.9,0.9,0.98
MA-São Luís,2020-05-25,nowcast,0.9,0.8,1,0.9,0.9,0.98
MA-São Luís,2020-05-26,nowcast,0.9,0.8,1,0.9,0.9,0.94
MA-São Luís,2020-05-27,nowcast,0.9,0.8,1,0.9,0.9,0.92
MA-São Luís,2020-05-28,nowcast,0.9,0.8,1,0.9,1,0.88
MA-São Luís,2020-05-29,nowcast,0.9,0.8,1,0.9,1,0.84
MA-São Luís,2020-05-30,nowcast,0.9,0.9,1.1,0.9,1,0.8
MA-São Luís,2020-05-31,nowcast,1,0.9,1.1,0.9,1,0.79
MA-São Luís,2020-06-01,nowcast,1,0.9,1.1,0.9,1,0.78
MA-São Luís,2020-06-02,nowcast,1,0.9,1.1,0.9,1,0.81
