region,date,type,median,lower_90,upper_90,lower_50,upper_50,prob_control
AL-Arapiraca,2020-04-27,nowcast,1.3,0.5,2.1,1,1.6,0.24
AL-Arapiraca,2020-04-28,nowcast,1.3,0.5,2.1,0.9,1.5,0.23
AL-Arapiraca,2020-04-29,nowcast,1.3,0.6,2.2,1,1.5,0.22
AL-Arapiraca,2020-04-30,nowcast,1.3,0.6,2.1,1,1.6,0.19
AL-Arapiraca,2020-05-01,nowcast,1.4,0.7,2.2,1,1.6,0.16
AL-Arapiraca,2020-05-02,nowcast,1.4,0.7,2.1,1,1.6,0.14
AL-Arapiraca,2020-05-03,nowcast,1.4,0.8,2.2,1.1,1.6,0.12
AL-Arapiraca,2020-05-04,nowcast,1.4,0.8,2.1,1.1,1.7,0.1
AL-Arapiraca,2020-05-05,nowcast,1.5,0.8,2.2,1.2,1.7,0.07
AL-Arapiraca,2020-05-06,nowcast,1.5,0.9,2.2,1.2,1.7,0.06
AL-Arapiraca,2020-05-07,nowcast,1.5,0.9,2.2,1.2,1.7,0.04
AL-Arapiraca,2020-05-08,nowcast,1.6,1,2.2,1.3,1.7,0.03
AL-Arapiraca,2020-05-09,nowcast,1.6,1,2.1,1.3,1.7,0.03
AL-Arapiraca,2020-05-10,nowcast,1.5,1,2.1,1.3,1.7,0.03
AL-Arapiraca,2020-05-11,nowcast,1.5,1,2,1.3,1.6,0.03
AL-Arapiraca,2020-05-12,nowcast,1.4,1,1.9,1.3,1.6,0.06
AL-Arapiraca,2020-05-13,nowcast,1.4,1,1.8,1.2,1.5,0.06
AL-Arapiraca,2020-05-14,nowcast,1.3,1,1.7,1.2,1.5,0.07
AL-Arapiraca,2020-05-15,nowcast,1.3,0.9,1.7,1.2,1.4,0.07
AL-Arapiraca,2020-05-16,nowcast,1.3,1,1.6,1.1,1.4,0.06
AL-Arapiraca,2020-05-17,nowcast,1.3,1,1.7,1.2,1.4,0.05
AL-Arapiraca,2020-05-18,nowcast,1.3,1,1.6,1.2,1.4,0.03
AL-Arapiraca,2020-05-19,nowcast,1.3,1,1.6,1.2,1.4,0.03
AL-Arapiraca,2020-05-20,nowcast,1.3,1,1.6,1.2,1.4,0.04
AL-Arapiraca,2020-05-21,nowcast,1.3,1,1.6,1.2,1.4,0.04
AL-Arapiraca,2020-05-22,nowcast,1.3,1,1.6,1.2,1.4,0.05
AL-Arapiraca,2020-05-23,nowcast,1.3,1,1.6,1.2,1.4,0.04
AL-Arapiraca,2020-05-24,nowcast,1.3,1,1.6,1.2,1.4,0.03
AL-Arapiraca,2020-05-25,nowcast,1.3,1,1.6,1.2,1.4,0.02
AL-Arapiraca,2020-05-26,nowcast,1.3,1.1,1.6,1.2,1.4,0.01
AL-Arapiraca,2020-05-27,nowcast,1.3,1.1,1.6,1.2,1.4,0.01
AL-Arapiraca,2020-05-28,nowcast,1.3,1.1,1.6,1.2,1.4,0.01
AL-Arapiraca,2020-05-29,nowcast,1.3,1.1,1.6,1.2,1.4,0.01
AL-Arapiraca,2020-05-30,nowcast,1.3,1.1,1.6,1.2,1.4,0.01
AL-Arapiraca,2020-05-31,nowcast,1.3,1.1,1.6,1.2,1.4,0.01
AL-Arapiraca,2020-06-01,nowcast,1.3,1.1,1.5,1.2,1.4,0.01
AL-Arapiraca,2020-06-02,nowcast,1.3,1.1,1.5,1.2,1.4,0.01
AL-Arapiraca,2020-06-03,nowcast,1.3,1.1,1.5,1.2,1.3,0.02
AL-Arapiraca,2020-06-04,nowcast,1.2,1,1.4,1.2,1.3,0.03
AL-Arapiraca,2020-06-05,nowcast,1.2,1,1.4,1.1,1.3,0.04
AL-Arapiraca,2020-06-06,nowcast,1.2,1,1.3,1.1,1.2,0.06
AL-Arapiraca,2020-06-07,nowcast,1.2,1,1.3,1.1,1.2,0.08
AL-Arapiraca,2020-06-08,nowcast,1.1,1,1.3,1.1,1.2,0.09
AL-Arapiraca,2020-06-09,nowcast,1.1,1,1.3,1.1,1.2,0.08
AL-Arapiraca,2020-06-10,nowcast,1.1,1,1.3,1.1,1.2,0.11
AL-Arapiraca,2020-06-11,nowcast,1.1,0.9,1.2,1,1.2,0.19
AL-Arapiraca,2020-06-12,nowcast,1,0.9,1.2,1,1.1,0.31
AL-Arapiraca,2020-06-13,nowcast,1,0.9,1.1,1,1.1,0.44
AL-Arapiraca,2020-06-14,nowcast,1,0.9,1.1,1,1.1,0.52
AL-Arapiraca,2020-06-15,nowcast,1,0.9,1.1,1,1.1,0.53
AL-Arapiraca,2020-06-16,nowcast,1,0.9,1.1,0.9,1,0.54
AL-Arapiraca,2020-06-17,nowcast,1,0.9,1.1,0.9,1,0.52
AL-Arapiraca,2020-06-18,nowcast,1,0.9,1.2,0.9,1,0.47
AL-Arapiraca,2020-06-19,nowcast,1,0.9,1.2,1,1.1,0.39
AL-Arapiraca,2020-06-20,nowcast,1,0.9,1.2,1,1.1,0.3
AL-Arapiraca,2020-06-21,nowcast,1,0.9,1.2,1,1.1,0.26
AL-Arapiraca,2020-06-22,nowcast,1.1,0.9,1.2,1,1.1,0.23
AL-Arapiraca,2020-06-23,nowcast,1.1,0.9,1.2,1,1.1,0.21
AL-Arapiraca,2020-06-24,nowcast,1,0.9,1.2,1,1.1,0.25
AL-Arapiraca,2020-06-25,nowcast,1,0.9,1.2,1,1.1,0.39
AL-Arapiraca,2020-06-26,nowcast,1,0.8,1.1,0.9,1,0.6
AL-Arapiraca,2020-06-27,nowcast,0.9,0.8,1.1,0.9,1,0.8
AL-Arapiraca,2020-06-28,nowcast,0.9,0.7,1,0.9,1,0.9
AL-Arapiraca,2020-06-29,nowcast,0.9,0.7,1,0.8,1,0.94
AL-Arapiraca,2020-06-30,nowcast,0.9,0.8,1,0.8,0.9,0.95
AL-Arapiraca,2020-07-01,nowcast,0.9,0.7,1,0.8,0.9,0.93
AL-Arapiraca,2020-07-02,nowcast,0.9,0.8,1,0.8,0.9,0.91
AL-Arapiraca,2020-07-03,nowcast,0.9,0.7,1,0.8,0.9,0.95
AL-Arapiraca,2020-07-04,nowcast,0.8,0.7,1,0.8,0.9,0.97
AL-Arapiraca,2020-07-05,nowcast,0.8,0.7,0.9,0.8,0.9,0.99
AL-Arapiraca,2020-07-06,nowcast,0.8,0.6,0.9,0.7,0.8,1
AL-Arapiraca,2020-07-07,nowcast,0.7,0.6,0.9,0.7,0.8,1
AL-Arapiraca,2020-07-08,nowcast,0.7,0.5,0.8,0.7,0.8,1
AL-Arapiraca,2020-07-09,nowcast,0.7,0.5,0.9,0.6,0.8,0.99
AL-Arapiraca,2020-07-10,nowcast,0.7,0.5,0.9,0.6,0.8,0.99
AL-Arapiraca,2020-07-11,forecast,0.7,0.5,0.9,0.6,0.8,0.98
AL-Arapiraca,2020-07-12,forecast,0.7,0.5,0.9,0.6,0.8,0.98
AL-Arapiraca,2020-07-13,forecast,0.7,0.4,1,0.6,0.8,0.97
AL-Arapiraca,2020-07-14,forecast,0.7,0.4,1,0.6,0.8,0.96
AL-Arapiraca,2020-07-15,forecast,0.7,0.4,1,0.6,0.8,0.96
AL-Arapiraca,2020-07-16,forecast,0.7,0.3,1,0.5,0.8,0.94
AL-Arapiraca,2020-07-17,forecast,0.7,0.3,1,0.5,0.8,0.94
AL-Arapiraca,2020-07-18,forecast,0.7,0.3,1,0.5,0.8,0.93
AL-Arapiraca,2020-07-19,forecast,0.7,0.3,1.1,0.5,0.8,0.92
AL-Arapiraca,2020-07-20,forecast,0.7,0.2,1,0.5,0.8,0.92
AL-Arapiraca,2020-07-21,forecast,0.7,0.2,1.1,0.5,0.8,0.91
AL-Arapiraca,2020-07-22,forecast,0.6,0.2,1.1,0.5,0.8,0.91
AL-Arapiraca,2020-07-23,forecast,0.6,0.2,1.1,0.4,0.8,0.91
AL-Arapiraca,2020-07-24,forecast,0.6,0.2,1.1,0.5,0.8,0.9
AL-Boca da Mata,2020-05-19,nowcast,1.5,0.7,2.5,1,1.7,0.14
AL-Boca da Mata,2020-05-20,nowcast,1.5,0.7,2.5,1.1,1.8,0.11
AL-Boca da Mata,2020-05-21,nowcast,1.5,0.8,2.4,1.1,1.8,0.1
AL-Boca da Mata,2020-05-22,nowcast,1.5,0.8,2.5,1.2,1.8,0.08
AL-Boca da Mata,2020-05-23,nowcast,1.6,0.9,2.4,1.3,1.8,0.07
AL-Boca da Mata,2020-05-24,nowcast,1.6,0.9,2.3,1.2,1.7,0.06
AL-Boca da Mata,2020-05-25,nowcast,1.5,0.9,2.2,1.2,1.7,0.07
AL-Boca da Mata,2020-05-26,nowcast,1.5,0.9,2.1,1.3,1.7,0.08
AL-Boca da Mata,2020-05-27,nowcast,1.4,0.9,2,1.2,1.6,0.09
AL-Boca da Mata,2020-05-28,nowcast,1.4,0.9,2,1.2,1.6,0.1
AL-Boca da Mata,2020-05-29,nowcast,1.4,0.9,1.9,1.1,1.5,0.1
AL-Boca da Mata,2020-05-30,nowcast,1.3,0.9,1.8,1.1,1.5,0.11
AL-Boca da Mata,2020-05-31,nowcast,1.3,0.9,1.8,1.1,1.4,0.13
AL-Boca da Mata,2020-06-01,nowcast,1.3,0.9,1.7,1.1,1.4,0.12
AL-Boca da Mata,2020-06-02,nowcast,1.2,0.8,1.6,1,1.4,0.15
AL-Boca da Mata,2020-06-03,nowcast,1.2,0.8,1.6,1,1.3,0.16
AL-Boca da Mata,2020-06-04,nowcast,1.2,0.8,1.6,1,1.3,0.19
AL-Boca da Mata,2020-06-05,nowcast,1.2,0.8,1.5,1,1.3,0.18
