"date","type","bottom","top","lower","upper","median","mean","region"
2020-03-14,"nowcast",1,1,1,1,1,1,"PB-Guarabira"
2020-03-15,"nowcast",0,0,0,0,0,0,"PB-Guarabira"
2020-03-16,"nowcast",0,0,0,0,0,0,"PB-Guarabira"
2020-03-17,"nowcast",0,1,1,1,1,0.666666666666667,"PB-Guarabira"
2020-03-18,"nowcast",0,1,1,1,1,0.8,"PB-Guarabira"
2020-03-19,"nowcast",0,1,0,0,0,0.375,"PB-Guarabira"
2020-03-20,"nowcast",0,1,0,0,0,0.111111111111111,"PB-Guarabira"
2020-03-21,"nowcast",0,1,0,0,0,0.181818181818182,"PB-Guarabira"
2020-03-22,"nowcast",0,1,0,0,0,0.3125,"PB-Guarabira"
2020-03-23,"nowcast",0,1,0,0,0,0.210526315789474,"PB-Guarabira"
2020-03-24,"nowcast",0,1,0,0,0,0.304347826086957,"PB-Guarabira"
2020-03-25,"nowcast",0,1,0,0,0,0.192307692307692,"PB-Guarabira"
2020-03-26,"nowcast",0,1,0,0,0,0.421052631578947,"PB-Guarabira"
2020-03-27,"nowcast",0,1,0,0,0,0.229166666666667,"PB-Guarabira"
2020-03-28,"nowcast",0,1,0,0,0,0.3,"PB-Guarabira"
2020-03-29,"nowcast",0,1,0,0,0,0.30379746835443,"PB-Guarabira"
2020-03-30,"nowcast",0,1,0,0,0,0.34,"PB-Guarabira"
2020-03-31,"nowcast",0,1,0,0,0,0.384057971014493,"PB-Guarabira"
2020-04-01,"nowcast",0,1,0,0,0,0.361111111111111,"PB-Guarabira"
2020-04-02,"nowcast",0,1,0,0,0,0.357758620689655,"PB-Guarabira"
2020-04-03,"nowcast",0,1,0,0,0,0.372822299651568,"PB-Guarabira"
2020-04-04,"nowcast",0,1,0,0,0,0.370262390670554,"PB-Guarabira"
2020-04-05,"nowcast",0,1,0,0,0,0.413301662707838,"PB-Guarabira"
2020-04-06,"nowcast",0,1,0,0,0,0.462151394422311,"PB-Guarabira"
2020-04-07,"nowcast",0,1,0,0,0,0.483108108108108,"PB-Guarabira"
2020-04-08,"nowcast",0,1,0,0,0,0.507352941176471,"PB-Guarabira"
2020-04-09,"nowcast",0,1,0,0,0,0.511348464619493,"PB-Guarabira"
2020-04-10,"nowcast",0,2,0,0,0,0.627139364303179,"PB-Guarabira"
2020-04-11,"nowcast",0,2,0,1,1,0.752565564424173,"PB-Guarabira"
2020-04-12,"nowcast",0,2,0,1,1,0.810400866738895,"PB-Guarabira"
2020-04-13,"nowcast",0,2,0,1,1,1.00721649484536,"PB-Guarabira"
2020-04-14,"nowcast",0,3,0,1,1,1.16751787538304,"PB-Guarabira"
2020-04-15,"nowcast",0,3,0,1,1,1.38984771573604,"PB-Guarabira"
2020-04-16,"nowcast",0,3,0,1,1,1.61407035175879,"PB-Guarabira"
2020-04-17,"nowcast",0,4,1,2,2,1.88376753507014,"PB-Guarabira"
2020-04-18,"nowcast",0,4,1,2,2,2.311,"PB-Guarabira"
2020-04-19,"nowcast",0,5,0,2,2,2.644,"PB-Guarabira"
2020-04-20,"nowcast",0,6,1,3,3,3.146,"PB-Guarabira"
2020-04-21,"nowcast",1,7,2,4,4,3.762,"PB-Guarabira"
2020-04-22,"nowcast",1,7,3,5,4,4.397,"PB-Guarabira"
2020-04-23,"nowcast",2,9,2,5,5,5.133,"PB-Guarabira"
2020-04-24,"nowcast",2,10,3,6,6,6.088,"PB-Guarabira"
2020-04-25,"nowcast",2,10,4,7,7,6.82,"PB-Guarabira"
2020-04-26,"nowcast",3,12,4,8,8,7.792,"PB-Guarabira"
2020-04-27,"nowcast",4,13,5,9,8,8.62,"PB-Guarabira"
2020-04-28,"nowcast",4,14,6,10,9,9.6,"PB-Guarabira"
2020-04-29,"nowcast",5,15,7,11,10,10.427,"PB-Guarabira"
2020-04-30,"nowcast",6,16,8,12,11,11.468,"PB-Guarabira"
2020-05-01,"nowcast",6,17,9,13,12,12.391,"PB-Guarabira"
2020-05-02,"nowcast",8,19,9,14,13,13.403,"PB-Guarabira"
2020-05-03,"nowcast",7,20,10,15,14,14.446,"PB-Guarabira"
2020-05-04,"nowcast",8,21,11,16,15,15.678,"PB-Guarabira"
2020-05-05,"nowcast",9,23,13,18,16,16.683,"PB-Guarabira"
2020-05-06,"nowcast",10,25,14,19,18,18.059,"PB-Guarabira"
2020-05-07,"nowcast",11,26,14,20,19,19.596,"PB-Guarabira"
2020-05-08,"nowcast",13,28,17,23,21,21.511,"PB-Guarabira"
2020-05-09,"nowcast",15,31,17,24,23,23.488,"PB-Guarabira"
2020-05-10,"nowcast",16,33,21,27,25,25.369,"PB-Guarabira"
2020-05-11,"nowcast",17,35,22,29,28,27.637,"PB-Guarabira"
2020-05-12,"nowcast",20,38,25,32,30,29.995,"PB-Guarabira"
2020-05-13,"nowcast",22,39,26,33,31,31.434,"PB-Guarabira"
2020-05-14,"nowcast",25,43,29,36,34,33.782,"PB-Guarabira"
2020-05-15,"nowcast",27,45,30,37,35,35.218,"PB-Guarabira"
2020-05-16,"nowcast",26,45,31,38,36,36.16,"PB-Guarabira"
2020-05-17,"nowcast",26,45,31,39,37,36.894,"PB-Guarabira"
2020-05-18,"nowcast",28,46,30,38,37,37.037,"PB-Guarabira"
2020-05-19,"nowcast",26,45,33,40,36,36.521,"PB-Guarabira"
2020-05-20,"nowcast",24,44,32,39,36,36.076,"PB-Guarabira"
2020-05-21,"nowcast",28,46,32,39,36,36.401,"PB-Guarabira"
2020-05-22,"nowcast",28,47,31,39,38,37.748,"PB-Guarabira"
2020-05-23,"nowcast",29,48,34,41,39,39.225,"PB-Guarabira"
2020-05-24,"nowcast",30,50,33,41,40,40.443,"PB-Guarabira"
2020-05-25,"nowcast",32,52,35,43,41,41.677,"PB-Guarabira"
2020-05-26,"nowcast",32,53,36,45,43,42.992,"PB-Guarabira"
2020-05-27,"nowcast",34,55,41,49,45,45.249,"PB-Guarabira"
2020-05-28,"nowcast",35,57,40,49,47,47.383,"PB-Guarabira"
2020-05-29,"nowcast",38,60,42,51,49,49.259,"PB-Guarabira"
2020-05-30,"nowcast",37,59,43,52,50,49.723,"PB-Guarabira"
2020-05-31,"nowcast",40,63,43,52,50,50.084,"PB-Guarabira"
2020-06-01,"nowcast",37,60,43,52,50,50.259,"PB-Guarabira"
2020-06-02,"nowcast",39,61,46,54,51,51.187,"PB-Guarabira"
2020-06-03,"nowcast",40,63,46,55,52,52.538,"PB-Guarabira"
2020-06-04,"nowcast",43,66,47,57,54,54.763,"PB-Guarabira"
2020-06-05,"nowcast",42,67,49,59,57,56.586,"PB-Guarabira"
2020-06-06,"nowcast",45,69,52,61,57,57.689,"PB-Guarabira"
2020-06-07,"nowcast",45,70,49,59,58,57.922,"PB-Guarabira"
2020-06-08,"nowcast",44,69,50,60,58,57.846,"PB-Guarabira"
2020-06-09,"nowcast",45,69,52,61,58,58.211,"PB-Guarabira"
2020-06-10,"nowcast",47,71,51,61,59,59.271,"PB-Guarabira"
2020-06-11,"nowcast",48,71,53,62,59,59.625,"PB-Guarabira"
2020-06-12,"nowcast",47,71,56,65,61,60.755,"PB-Guarabira"
2020-06-13,"nowcast",46,72,54,63,61,61.075,"PB-Guarabira"
2020-06-14,"nowcast",49,74,54,64,61,60.688,"PB-Guarabira"
2020-06-15,"nowcast",47,71,50,60,59,59.183,"PB-Guarabira"
2020-06-16,"nowcast",45,68,51,60,58,57.711,"PB-Guarabira"
2020-06-17,"nowcast",42,67,48,58,55.5,55.832,"PB-Guarabira"
2020-06-18,"nowcast",43,65,49,58,55,54.666,"PB-Guarabira"
2020-06-19,"nowcast",41,64,47,56,54,53.62,"PB-Guarabira"
2020-06-20,"nowcast",40,63,46,55,53,52.629,"PB-Guarabira"
2020-06-21,"nowcast",40,62,45,54,52,51.719,"PB-Guarabira"
2020-06-22,"nowcast",40,62,44,53,51,50.932,"PB-Guarabira"
2020-06-23,"nowcast",38,61,43,52,50,50.38,"PB-Guarabira"
2020-06-24,"nowcast",37,60,43,52,50,49.533,"PB-Guarabira"
2020-06-25,"nowcast",36,58,42,51,48,48.045,"PB-Guarabira"
2020-06-26,"nowcast",33,55,40,49,47,46.664,"PB-Guarabira"
2020-06-27,"nowcast",32,54,37,46,44,44.521,"PB-Guarabira"
2020-06-28,"nowcast",30,52,34,43,42,42.445,"PB-Guarabira"
2020-06-29,"nowcast",31,52,34,43,41,40.736,"PB-Guarabira"
2020-06-30,"nowcast",28,50,32,41,40,40.26,"PB-Guarabira"
2020-07-01,"nowcast",29,53,34,43,41,41.261,"PB-Guarabira"
2020-07-02,"forecast",24,55,31,43,39,39.5778,"PB-Guarabira"
2020-07-03,"forecast",22,55,30,43,38,38.506,"PB-Guarabira"
2020-07-04,"forecast",18,54,30,44,37,37.8644,"PB-Guarabira"
2020-07-05,"forecast",19,56,24,39,36,36.9424,"PB-Guarabira"
2020-07-06,"forecast",15,55,24,39,35,36.2174,"PB-Guarabira"
2020-07-07,"forecast",12,54,21,37,34,35.3182,"PB-Guarabira"
2020-07-08,"forecast",11,54,19,36,33,34.5366,"PB-Guarabira"
2020-07-09,"forecast",9,54,19,36,32,33.7722,"PB-Guarabira"
2020-07-10,"forecast",8,53,18,35,31,32.8482,"PB-Guarabira"
2020-07-11,"forecast",8,55,19,36,30,32.2382,"PB-Guarabira"
2020-07-12,"forecast",4,53,15,33,29,31.6582,"PB-Guarabira"
2020-07-13,"forecast",5,53,11,30,28,31.0398,"PB-Guarabira"
2020-07-14,"forecast",3,52,12,30,27,30.227,"PB-Guarabira"
2020-07-15,"forecast",4,53,12,30,26,29.608,"PB-Guarabira"
