"region","date","type","bottom","top","lower","upper","median","mean","std","prob_control"
"PB-Bayeux",2020-04-29,"nowcast",0.693594427160143,1.44204140973127,0.979815806533224,1.26538044101738,1.10669128551098,1.1152009054713,0.235225422197797,0.318811881188119
"PB-Bayeux",2020-04-30,"nowcast",0.733213039427857,1.48928865613582,0.968582475131554,1.23815149501131,1.1159056961279,1.13844649889065,0.234510465626255,0.261386138613861
"PB-Bayeux",2020-05-01,"nowcast",0.748421383890348,1.514700419575,0.958025491709947,1.24671104384465,1.10307890135969,1.14042102928067,0.244136304758984,0.287378640776699
"PB-Bayeux",2020-05-02,"nowcast",0.806929659852079,1.45317287269926,1.01873673475568,1.28532794122012,1.11943343285372,1.12524567982563,0.224812311096856,0.287378640776699
"PB-Bayeux",2020-05-03,"nowcast",0.755267238047586,1.48104620569146,1.00620731719586,1.26124117771877,1.12223197842776,1.12510190461142,0.234176788688534,0.27378640776699
"PB-Bayeux",2020-05-04,"nowcast",0.76885189555782,1.44343080101122,0.95366580051195,1.19367559123181,1.09571153959261,1.11755372347342,0.21931387409847,0.29126213592233
"PB-Bayeux",2020-05-05,"nowcast",0.750755974224906,1.50892566554331,0.934570891834996,1.21536797619624,1.10148213040772,1.11433057196431,0.236076172156592,0.308
"PB-Bayeux",2020-05-06,"nowcast",0.702865485516724,1.4650466052568,0.978656281644939,1.21873671083341,1.10860840267266,1.12681020434413,0.237239029484425,0.264077669902913
"PB-Bayeux",2020-05-07,"nowcast",0.781669432557911,1.42894715453405,0.939135962052631,1.19054115292017,1.09152058545674,1.10937062556636,0.215895474056915,0.320792079207921
"PB-Bayeux",2020-05-08,"nowcast",0.737318479627992,1.43906965865472,0.94197351138868,1.18514895648002,1.11246668501719,1.13268059206448,0.222069982827981,0.257425742574257
"PB-Bayeux",2020-05-09,"nowcast",0.770684936566934,1.44787665510928,1.0014630991985,1.27039924822259,1.12134190457794,1.13054259288427,0.229187529421149,0.277669902912621
"PB-Bayeux",2020-05-10,"nowcast",0.823677367298894,1.51333769884846,0.965945886038787,1.210881467993,1.09781819654924,1.11123974404912,0.212711460517171,0.274
"PB-Bayeux",2020-05-11,"nowcast",0.709334537633685,1.3804831228639,0.941497147401485,1.17592966679017,1.06507633531492,1.0847075709125,0.209439525946416,0.342574257425743
"PB-Bayeux",2020-05-12,"nowcast",0.759397603847726,1.34585987344483,0.989302551791317,1.21206161978023,1.08850612115162,1.09578135843111,0.186205123178549,0.316
"PB-Bayeux",2020-05-13,"nowcast",0.781975329001472,1.42317202143997,0.941636068340616,1.17442910323387,1.07745656730619,1.08937076001619,0.201317234162754,0.322772277227723
"PB-Bayeux",2020-05-14,"nowcast",0.785041529231213,1.37975844660695,0.926144662623289,1.14897271985035,1.07896535383255,1.08543157552851,0.182301010672197,0.324752475247525
"PB-Bayeux",2020-05-15,"nowcast",0.801787813936895,1.4161803207899,0.922982064629952,1.15591564430819,1.06917609309313,1.07907383803857,0.192265198135664,0.343137254901961
"PB-Bayeux",2020-05-16,"nowcast",0.729373227920986,1.34479288744402,0.958691632198452,1.17536240416404,1.05022376405611,1.05418394334929,0.190539684807447,0.370873786407767
"PB-Bayeux",2020-05-17,"nowcast",0.766412352115337,1.34443944724865,0.965275028206382,1.18093376822883,1.06787564252617,1.07719669616418,0.18875378946283,0.333333333333333
"PB-Bayeux",2020-05-18,"nowcast",0.726194866805622,1.40478699160582,0.985831612978304,1.20406884599566,1.07194395679557,1.0816431125647,0.201508918788014,0.316504854368932
"PB-Bayeux",2020-05-19,"nowcast",0.758078975948569,1.35562586045605,0.917967676994164,1.14472961169505,1.03823693003516,1.05562127541302,0.188685213586594,0.405769230769231
"PB-Bayeux",2020-05-20,"nowcast",0.750158921969973,1.31823700220689,0.934710529931449,1.1517067080558,1.0615070076791,1.05885082068431,0.177873075380188,0.350980392156863
"PB-Bayeux",2020-05-21,"nowcast",0.7420865108102,1.35569239732033,0.934502337646067,1.17765621080228,1.03174521470607,1.05213996674829,0.204280491786418,0.425490196078431
"PB-Bayeux",2020-05-22,"nowcast",0.792442803568921,1.31663039401525,0.954005871513082,1.15698344738908,1.04434618764503,1.0596191051598,0.168529860108053,0.368316831683168
"PB-Bayeux",2020-05-23,"nowcast",0.763776000790556,1.33375114110509,0.941818934500506,1.15588637931805,1.07359810712817,1.07642958005486,0.188587948242731,0.343137254901961
"PB-Bayeux",2020-05-24,"nowcast",0.730777531676837,1.34398067569593,0.937442992366912,1.15842171578306,1.0308589334631,1.03820711764309,0.189592894078748,0.429411764705882
"PB-Bayeux",2020-05-25,"nowcast",0.758972629872791,1.34930040663216,0.921134559626663,1.12644542738269,1.03841506220297,1.05004879638265,0.189158407303737,0.403921568627451
"PB-Bayeux",2020-05-26,"nowcast",0.74970007992919,1.31141987420445,0.934561707302688,1.1499491708913,1.03570041746949,1.04401889838499,0.169748603060416,0.409803921568627
"PB-Bayeux",2020-05-27,"nowcast",0.688570830340839,1.33122798749066,0.840374344598839,1.06233218845084,0.995738598534838,1.00750403760558,0.196495407582409,0.506796116504854
"PB-Bayeux",2020-05-28,"nowcast",0.664533595332865,1.22426321884682,0.847363327007707,1.05353662737704,0.979494815931852,0.980540450003228,0.171795150522783,0.570873786407767
"PB-Bayeux",2020-05-29,"nowcast",0.677981663903078,1.30160229940218,0.87177137505316,1.10990027563372,0.972031715970363,0.97572095046869,0.192561325358551,0.574
"PB-Bayeux",2020-05-30,"nowcast",0.642877354210594,1.27293799919324,0.908464373796967,1.11869236878129,0.982429166858221,0.998115994915728,0.188355172426339,0.541176470588235
