"date","type","bottom","top","lower","upper","median","mean","region"
2020-02-22,"nowcast",1,1,1,1,1,1,"CE-Maranguape"
2020-02-23,"nowcast",0,1,0,1,0.5,0.5,"CE-Maranguape"
2020-02-24,"nowcast",0,1,0,0,0,0.333333333333333,"CE-Maranguape"
2020-02-25,"nowcast",0,0,0,0,0,0,"CE-Maranguape"
2020-02-26,"nowcast",0,1,0,0,0,0.25,"CE-Maranguape"
2020-02-27,"nowcast",0,1,1,1,1,0.666666666666667,"CE-Maranguape"
2020-02-28,"nowcast",0,1,0,0,0,0.363636363636364,"CE-Maranguape"
2020-02-29,"nowcast",0,1,0,0,0,0.230769230769231,"CE-Maranguape"
2020-03-01,"nowcast",0,1,0,0,0,0.333333333333333,"CE-Maranguape"
2020-03-02,"nowcast",0,1,0,0,0,0.227272727272727,"CE-Maranguape"
2020-03-03,"nowcast",0,1,0,0,0,0.25,"CE-Maranguape"
2020-03-04,"nowcast",0,1,0,0,0,0.133333333333333,"CE-Maranguape"
2020-03-05,"nowcast",0,1,0,0,0,0.357142857142857,"CE-Maranguape"
2020-03-06,"nowcast",0,1,0,0,0,0.296296296296296,"CE-Maranguape"
2020-03-07,"nowcast",0,1,0,0,0,0.260869565217391,"CE-Maranguape"
2020-03-08,"nowcast",0,1,0,0,0,0.270588235294118,"CE-Maranguape"
2020-03-09,"nowcast",0,1,0,0,0,0.295238095238095,"CE-Maranguape"
2020-03-10,"nowcast",0,1,0,0,0,0.244094488188976,"CE-Maranguape"
2020-03-11,"nowcast",0,1,0,0,0,0.270440251572327,"CE-Maranguape"
2020-03-12,"nowcast",0,1,0,0,0,0.296116504854369,"CE-Maranguape"
2020-03-13,"nowcast",0,1,0,0,0,0.297619047619048,"CE-Maranguape"
2020-03-14,"nowcast",0,1,0,0,0,0.288079470198675,"CE-Maranguape"
2020-03-15,"nowcast",0,1,0,0,0,0.24,"CE-Maranguape"
2020-03-16,"nowcast",0,1,0,0,0,0.270731707317073,"CE-Maranguape"
2020-03-17,"nowcast",0,1,0,0,0,0.280412371134021,"CE-Maranguape"
2020-03-18,"nowcast",0,1,0,0,0,0.306010928961749,"CE-Maranguape"
2020-03-19,"nowcast",0,1,0,0,0,0.305418719211823,"CE-Maranguape"
2020-03-20,"nowcast",0,1,0,0,0,0.282089552238806,"CE-Maranguape"
2020-03-21,"nowcast",0,1,0,0,0,0.318801089918256,"CE-Maranguape"
2020-03-22,"nowcast",0,1,0,0,0,0.333333333333333,"CE-Maranguape"
2020-03-23,"nowcast",0,1,0,0,0,0.367664670658683,"CE-Maranguape"
2020-03-24,"nowcast",0,1,0,0,0,0.364155251141553,"CE-Maranguape"
2020-03-25,"nowcast",0,1,0,0,0,0.405021834061135,"CE-Maranguape"
2020-03-26,"nowcast",0,1,0,0,0,0.414452709883103,"CE-Maranguape"
2020-03-27,"nowcast",0,2,0,0,0,0.513485477178423,"CE-Maranguape"
2020-03-28,"nowcast",0,1,0,0,0,0.546666666666667,"CE-Maranguape"
2020-03-29,"nowcast",0,2,0,0,0,0.619817997977755,"CE-Maranguape"
2020-03-30,"nowcast",0,2,0,1,1,0.725806451612903,"CE-Maranguape"
2020-03-31,"nowcast",0,2,0,1,1,0.83987915407855,"CE-Maranguape"
2020-04-01,"nowcast",0,2,0,1,1,0.984984984984985,"CE-Maranguape"
2020-04-02,"nowcast",0,3,0,1,1,1.103,"CE-Maranguape"
2020-04-03,"nowcast",0,3,0,1,1,1.236,"CE-Maranguape"
2020-04-04,"nowcast",0,3,0,1,1,1.459,"CE-Maranguape"
2020-04-05,"nowcast",0,4,1,2,2,1.816,"CE-Maranguape"
2020-04-06,"nowcast",0,4,1,2,2,2.056,"CE-Maranguape"
2020-04-07,"nowcast",0,4,0,2,2,2.347,"CE-Maranguape"
2020-04-08,"nowcast",0,5,0,2,2,2.678,"CE-Maranguape"
2020-04-09,"nowcast",0,5,1,3,3,3.04,"CE-Maranguape"
2020-04-10,"nowcast",1,6,1,3,3,3.345,"CE-Maranguape"
