region,date,median,lower_90,upper_90,lower_50,upper_50,confidence
AL-Igreja Nova,2020-02-26,1,1,1,1,1,1
AL-Igreja Nova,2020-02-27,0,0,0,0,0,1
AL-Igreja Nova,2020-02-28,0,0,0,0,0,1
AL-Igreja Nova,2020-02-29,0,0,0,0,0,1
AL-Igreja Nova,2020-03-01,0,0,0,0,0,1
AL-Igreja Nova,2020-03-02,0,0,0,0,0,1
AL-Igreja Nova,2020-03-03,0,0,0,0,0,1
AL-Igreja Nova,2020-03-04,0,0,0,0,0,1
AL-Igreja Nova,2020-03-05,0,0,0,0,0,1
AL-Igreja Nova,2020-03-06,0,0,0,0,0,1
AL-Igreja Nova,2020-03-07,0.5,0,1,0,1,1
AL-Igreja Nova,2020-03-08,0,0,0,0,0,1
AL-Igreja Nova,2020-03-09,0,0,0,0,0,1
AL-Igreja Nova,2020-03-10,0,0,0,0,0,1
AL-Igreja Nova,2020-03-11,0,0,0,0,0,1
AL-Igreja Nova,2020-03-12,0,0,0,0,0,1
AL-Igreja Nova,2020-03-13,0,0,0,0,0,1
AL-Igreja Nova,2020-03-14,0,0,0,0,0,1
AL-Igreja Nova,2020-03-15,0,0,0,0,0,1
AL-Igreja Nova,2020-03-16,0,0,0,0,0,1
AL-Igreja Nova,2020-03-17,0,0,0,0,0,1
AL-Igreja Nova,2020-03-18,0,0,1,0,0,1
AL-Igreja Nova,2020-03-19,0,0,1,0,0,1
AL-Igreja Nova,2020-03-20,0,0,0,0,0,1
AL-Igreja Nova,2020-03-21,0,0,1,0,0,1
AL-Igreja Nova,2020-03-22,0,0,0,0,0,1
AL-Igreja Nova,2020-03-23,0,0,0,0,0,1
AL-Igreja Nova,2020-03-24,0,0,0,0,0,1
AL-Igreja Nova,2020-03-25,0,0,1,0,0,1
AL-Igreja Nova,2020-03-26,0,0,1,0,0,1
AL-Igreja Nova,2020-03-27,0,0,0,0,0,1
AL-Igreja Nova,2020-03-28,0,0,0,0,0,1
AL-Igreja Nova,2020-03-29,0,0,1,0,0,1
AL-Igreja Nova,2020-03-30,0,0,1,0,0,1
AL-Igreja Nova,2020-03-31,0,0,1,0,0,1
AL-Igreja Nova,2020-04-01,0,0,2,0,0,1
AL-Igreja Nova,2020-04-02,0,0,2,0,0,1
AL-Igreja Nova,2020-04-03,0,0,1,0,0,1
AL-Igreja Nova,2020-04-04,0,0,1,0,0,1
AL-Igreja Nova,2020-04-05,0,0,1,0,0,1
AL-Igreja Nova,2020-04-06,0,0,1,0,0,1
AL-Igreja Nova,2020-04-07,0,0,1,0,0,1
AL-Igreja Nova,2020-04-08,0,0,1,0,0,1
AL-Igreja Nova,2020-04-09,0,0,1,0,0,1
AL-Igreja Nova,2020-04-10,0,0,1,0,0,1
AL-Igreja Nova,2020-04-11,0,0,1,0,0,1
AL-Igreja Nova,2020-04-12,0,0,0,0,0,1
AL-Igreja Nova,2020-04-13,0,0,1,0,0,1
AL-Igreja Nova,2020-04-14,0,0,0,0,0,1
AL-Igreja Nova,2020-04-15,0,0,1,0,0,1
AL-Igreja Nova,2020-04-16,0,0,1,0,0,1
AL-Igreja Nova,2020-04-17,0,0,1,0,0,1
AL-Igreja Nova,2020-04-18,0,0,1,0,0,1
AL-Igreja Nova,2020-04-19,0,0,1,0,0,1
AL-Igreja Nova,2020-04-20,0,0,1,0,0,1
AL-Igreja Nova,2020-04-21,0,0,1,0,0,1
AL-Igreja Nova,2020-04-22,0,0,1,0,0,1
AL-Igreja Nova,2020-04-23,0,0,1,0,0,1
AL-Igreja Nova,2020-04-24,0,0,1,0,0,1
AL-Igreja Nova,2020-04-25,0,0,1,0,0,1
AL-Igreja Nova,2020-04-26,0,0,1,0,0,1
AL-Igreja Nova,2020-04-27,0,0,1,0,0,1
AL-Igreja Nova,2020-04-28,0,0,1,0,0,1
AL-Igreja Nova,2020-04-29,0,0,1,0,0,1
AL-Igreja Nova,2020-04-30,0,0,1,0,0,1
AL-Igreja Nova,2020-05-01,0,0,1,0,0,1
AL-Igreja Nova,2020-05-02,0,0,1,0,0,1
AL-Igreja Nova,2020-05-03,0,0,1,0,0,1
AL-Igreja Nova,2020-05-04,0,0,2,0,0,1
AL-Igreja Nova,2020-05-05,0,0,1,0,0,1
AL-Igreja Nova,2020-05-06,0,0,1,0,0,1
AL-Igreja Nova,2020-05-07,0,0,1,0,0,1
AL-Igreja Nova,2020-05-08,0,0,1,0,0,1
AL-Igreja Nova,2020-05-09,0,0,2,0,0,1
AL-Igreja Nova,2020-05-10,0,0,2,0,0,1
AL-Igreja Nova,2020-05-11,0,0,2,0,0,1
AL-Igreja Nova,2020-05-12,1,0,2,0,1,1
AL-Igreja Nova,2020-05-13,1,0,2,0,1,1
AL-Igreja Nova,2020-05-14,1,0,2,0,1,1
AL-Igreja Nova,2020-05-15,1,0,2,0,1,1
AL-Igreja Nova,2020-05-16,1,0,2,0,1,1
AL-Igreja Nova,2020-05-17,1,0,3,0,1,1
AL-Igreja Nova,2020-05-18,1,0,3,0,1,1
AL-Igreja Nova,2020-05-19,1,0,2,0,1,1
AL-Igreja Nova,2020-05-20,1,0,3,0,1,1
AL-Igreja Nova,2020-05-21,1,0,3,0,1,1
AL-Igreja Nova,2020-05-22,1,0,3,0,1,1
AL-Igreja Nova,2020-05-23,1,0,3,0,1,1
AL-Igreja Nova,2020-05-24,1,0,3,0,1,1
AL-Igreja Nova,2020-05-25,2,0,4,1,2,1
AL-Igreja Nova,2020-05-26,2,0,3,1,2,1
AL-Igreja Nova,2020-05-27,2,0,4,1,2,1
AL-Igreja Nova,2020-05-28,2,0,4,1,2,1
AL-Igreja Nova,2020-05-29,2,0,4,1,2,1
AL-Igreja Nova,2020-05-30,2,0,4,2,3,1
AL-Igreja Nova,2020-05-31,2,0,4,2,3,1
AL-Igreja Nova,2020-06-01,3,0,5,1,3,1
AL-Igreja Nova,2020-06-02,3,0,5,2,3,1
AL-Igreja Nova,2020-06-03,3,0,5,1,3,1
AL-Igreja Nova,2020-06-04,3,1,6,2,3,1
AL-Igreja Nova,2020-06-05,3,1,6,1,3,1
AL-Igreja Nova,2020-06-06,3,1,6,1,3,1
AL-Igreja Nova,2020-06-07,3,1,6,1,3,1
AL-Igreja Nova,2020-06-08,4,1,6,2,4,1
AL-Igreja Nova,2020-06-09,3,1,6,1,3,1
AL-Igreja Nova,2020-06-10,4,0,7,1,4,1
AL-Igreja Nova,2020-06-11,4,1,8,1,4,1
AL-Igreja Nova,2020-06-12,4,1,7,2,4,1
AL-Igreja Nova,2020-06-13,4,1,8,1,4,1
AL-Igreja Nova,2020-06-14,5,2,8,4,6,1
AL-Igreja Nova,2020-06-15,4,1,8,3,5,1
AL-Igreja Nova,2020-06-16,5,1,7,3,5,1
AL-Igreja Nova,2020-06-17,5,2,8,2,5,1
AL-Igreja Nova,2020-06-18,4,1,7,3,5,1
AL-Igreja Nova,2020-06-19,5,2,8,4,6,1
AL-Igreja Nova,2020-06-20,5.5,1,9,3,6,1
AL-Igreja Nova,2020-06-21,6,2,9,3,6,0.99
AL-Igreja Nova,2020-06-22,6,3,11,4,6,0.99
AL-Igreja Nova,2020-06-23,5,2,9,3,6,0.99
AL-Igreja Nova,2020-06-24,5,2,9,2,5,0.99
AL-Igreja Nova,2020-06-25,6,1,10,4,7,0.99
AL-Igreja Nova,2020-06-26,6,3,11,4,7,0.99
AL-Igreja Nova,2020-06-27,7,2,10,5,8,0.99
AL-Igreja Nova,2020-06-28,7,3,10,4,7,0.99
AL-Igreja Nova,2020-06-29,7,2,11,4,7,0.99
AL-Igreja Nova,2020-06-30,7,3,12,4,7,0.99
AL-Igreja Nova,2020-07-01,7,3,11,5,8,0.99
AL-Igreja Nova,2020-07-02,7,3,11,4,7,0.99
AL-Igreja Nova,2020-07-03,8,3,12,5,8,0.99
AL-Igreja Nova,2020-07-04,8,5,12,5,8,0.99
AL-Igreja Nova,2020-07-05,8,5,13,6,9,0.98
AL-Igreja Nova,2020-07-06,8,4,11,7,9,0.98
AL-Igreja Nova,2020-07-07,7,2,11,4,7,0.98
AL-Igreja Nova,2020-07-08,6,3,11,4,7,0.98
AL-Igreja Nova,2020-07-09,6,3,10,3,6,0.98
AL-Igreja Nova,2020-07-10,6,2,11,4,7,0.98
AL-Igreja Nova,2020-07-11,6,1,10,4,7,0.97
AL-Igreja Nova,2020-07-12,5,2,10,2,5,0.97
AL-Igreja Nova,2020-07-13,5,1,10,4,7,0.97
AL-Igreja Nova,2020-07-14,5,1,8,3,5,0.97
AL-Igreja Nova,2020-07-15,5,1,8,4,6,0.96
AL-Igreja Nova,2020-07-16,5,1,8,4,6,0.96
AL-Igreja Nova,2020-07-17,6,1,9,3,6,0.96
AL-Igreja Nova,2020-07-18,6,2,9,3,6,0.96
AL-Igreja Nova,2020-07-19,6.5,2,10,4,7,0.95
AL-Igreja Nova,2020-07-20,7,4,11,5,8,0.95
AL-Igreja Nova,2020-07-21,7,2,11,5,8,0.94
AL-Igreja Nova,2020-07-22,8,4,12,5,9,0.94
AL-Igreja Nova,2020-07-23,8,4,12,5,8,0.93
AL-Igreja Nova,2020-07-24,7,3,12,5,8,0.93
AL-Igreja Nova,2020-07-25,7,3,11,5,8,0.92
AL-Igreja Nova,2020-07-26,6,3,11,3,6,0.92
AL-Igreja Nova,2020-07-27,5,2,9,4,6,0.91
AL-Igreja Nova,2020-07-28,5,2,8,3,5,0.9
AL-Igreja Nova,2020-07-29,5,1,9,2,5,0.89
AL-Igreja Nova,2020-07-30,5,2,8,3,5,0.88
AL-Igreja Nova,2020-07-31,5,1,9,2,5,0.87
AL-Igreja Nova,2020-08-01,5.5,2,10,3,6,0.86
AL-Igreja Nova,2020-08-02,6,2,9,3,6,0.85
AL-Igreja Nova,2020-08-03,6,1,9,4,6,0.84
AL-Igreja Nova,2020-08-04,6,1,10,5,8,0.82
AL-Igreja Nova,2020-08-05,7,2,10,4,7,0.81
AL-Igreja Nova,2020-08-06,8,2,11,5,9,0.79
AL-Igreja Nova,2020-08-07,8,4,13,4,8,0.78
AL-Igreja Nova,2020-08-08,9,4,13,8,11,0.76
AL-Igreja Nova,2020-08-09,8,3,14,4,8,0.73
AL-Igreja Nova,2020-08-10,8,3,13,4,8,0.71
AL-Igreja Nova,2020-08-11,7,1,12,6,9,0.68
AL-Igreja Nova,2020-08-12,7,2,12,3,7,0.65
AL-Igreja Nova,2020-08-13,6,2,10,3,6,0.61
AL-Igreja Nova,2020-08-14,5,0,10,3,6,0.57
AL-Maribondo,2020-02-07,1,1,1,1,1,1
AL-Maribondo,2020-02-08,0,0,0,0,0,1
AL-Maribondo,2020-02-09,0,0,0,0,0,1
AL-Maribondo,2020-02-10,0,0,0,0,0,1
AL-Maribondo,2020-02-11,0,0,0,0,0,1
AL-Maribondo,2020-02-12,0,0,0,0,0,1
AL-Maribondo,2020-02-13,0,0,0,0,0,1
AL-Maribondo,2020-02-14,0,0,0,0,0,1
AL-Maribondo,2020-02-15,0,0,0,0,0,1
AL-Maribondo,2020-02-16,0,0,0,0,0,1
AL-Maribondo,2020-02-17,0.5,0,1,0,1,1
AL-Maribondo,2020-02-18,0,0,0,0,0,1
AL-Maribondo,2020-02-19,0,0,0,0,0,1
AL-Maribondo,2020-02-20,0,0,0,0,0,1
AL-Maribondo,2020-02-21,0,0,0,0,0,1
AL-Maribondo,2020-02-22,0,0,0,0,0,1
AL-Maribondo,2020-02-23,0,0,1,0,0,1
AL-Maribondo,2020-02-24,0,0,0,0,0,1
AL-Maribondo,2020-02-25,0,0,1,0,0,1
AL-Maribondo,2020-02-26,0,0,1,0,0,1
AL-Maribondo,2020-02-27,0,0,0,0,0,1
AL-Maribondo,2020-02-28,0,0,1,0,0,1
AL-Maribondo,2020-02-29,0,0,1,0,0,1
AL-Maribondo,2020-03-01,0,0,1,0,0,1
AL-Maribondo,2020-03-02,0,0,1,0,0,1
AL-Maribondo,2020-03-03,0,0,0,0,0,1
AL-Maribondo,2020-03-04,0,0,1,0,0,1
AL-Maribondo,2020-03-05,0,0,1,0,0,1
AL-Maribondo,2020-03-06,0,0,0,0,0,1
AL-Maribondo,2020-03-07,0,0,0,0,0,1
AL-Maribondo,2020-03-08,0,0,1,0,0,1
AL-Maribondo,2020-03-09,0,0,1,0,0,1
AL-Maribondo,2020-03-10,0,0,1,0,0,1
AL-Maribondo,2020-03-11,0,0,1,0,0,1
AL-Maribondo,2020-03-12,0,0,1,0,0,1
AL-Maribondo,2020-03-13,0,0,1,0,0,1
AL-Maribondo,2020-03-14,0,0,1,0,0,1
AL-Maribondo,2020-03-15,0,0,1,0,0,1
AL-Maribondo,2020-03-16,0,0,1,0,0,1
AL-Maribondo,2020-03-17,0,0,0,0,0,1
AL-Maribondo,2020-03-18,0,0,1,0,0,1
AL-Maribondo,2020-03-19,0,0,0,0,0,1
AL-Maribondo,2020-03-20,0,0,1,0,0,1
AL-Maribondo,2020-03-21,0,0,1,0,0,1
AL-Maribondo,2020-03-22,0,0,0,0,0,1
AL-Maribondo,2020-03-23,0,0,0,0,0,1
AL-Maribondo,2020-03-24,0,0,0,0,0,1
AL-Maribondo,2020-03-25,0,0,1,0,0,1
AL-Maribondo,2020-03-26,0,0,0,0,0,1
AL-Maribondo,2020-03-27,0,0,1,0,0,1
AL-Maribondo,2020-03-28,0,0,1,0,0,1
AL-Maribondo,2020-03-29,0,0,1,0,0,1
AL-Maribondo,2020-03-30,0,0,0,0,0,1
AL-Maribondo,2020-03-31,0,0,1,0,0,1
AL-Maribondo,2020-04-01,0,0,1,0,0,1
AL-Maribondo,2020-04-02,0,0,1,0,0,1
AL-Maribondo,2020-04-03,0,0,1,0,0,1
AL-Maribondo,2020-04-04,0,0,1,0,0,1
AL-Maribondo,2020-04-05,0,0,0,0,0,1
AL-Maribondo,2020-04-06,0,0,1,0,0,1
AL-Maribondo,2020-04-07,0,0,1,0,0,1
AL-Maribondo,2020-04-08,0,0,1,0,0,1
AL-Maribondo,2020-04-09,0,0,1,0,0,1
AL-Maribondo,2020-04-10,0,0,1,0,0,1
AL-Maribondo,2020-04-11,0,0,1,0,0,1
AL-Maribondo,2020-04-12,0,0,1,0,0,1
AL-Maribondo,2020-04-13,0,0,1,0,0,1
AL-Maribondo,2020-04-14,0,0,1,0,0,1
AL-Maribondo,2020-04-15,0,0,1,0,0,1
AL-Maribondo,2020-04-16,0,0,1,0,0,1
AL-Maribondo,2020-04-17,0,0,1,0,0,1
AL-Maribondo,2020-04-18,0,0,1,0,0,1
AL-Maribondo,2020-04-19,0,0,2,0,0,1
AL-Maribondo,2020-04-20,0,0,1,0,0,1
AL-Maribondo,2020-04-21,0,0,1,0,0,1
AL-Maribondo,2020-04-22,0,0,1,0,0,1
AL-Maribondo,2020-04-23,0,0,1,0,0,1
AL-Maribondo,2020-04-24,0,0,2,0,0,1
AL-Maribondo,2020-04-25,0,0,1,0,0,1
AL-Maribondo,2020-04-26,0,0,2,0,0,1
AL-Maribondo,2020-04-27,0,0,2,0,0,1
AL-Maribondo,2020-04-28,0,0,1,0,0,1
AL-Maribondo,2020-04-29,0,0,2,0,0,1
AL-Maribondo,2020-04-30,1,0,2,0,1,1
AL-Maribondo,2020-05-01,1,0,2,0,1,1
AL-Maribondo,2020-05-02,1,0,2,0,1,1
AL-Maribondo,2020-05-03,1,0,2,0,1,1
AL-Maribondo,2020-05-04,1,0,2,0,1,1
AL-Maribondo,2020-05-05,1,0,3,0,1,1
AL-Maribondo,2020-05-06,1,0,3,0,1,1
AL-Maribondo,2020-05-07,1,0,3,0,1,1
AL-Maribondo,2020-05-08,1,0,3,0,1,1
AL-Maribondo,2020-05-09,1,0,3,0,1,1
AL-Maribondo,2020-05-10,1,0,3,0,1,1
AL-Maribondo,2020-05-11,1,0,4,0,1,1
AL-Maribondo,2020-05-12,2,0,4,1,2,1
AL-Maribondo,2020-05-13,2,0,4,1,2,1
AL-Maribondo,2020-05-14,2,0,4,0,2,1
AL-Maribondo,2020-05-15,2,0,4,0,2,1
AL-Maribondo,2020-05-16,2,0,4,1,2,1
AL-Maribondo,2020-05-17,2,0,5,0,2,1
AL-Maribondo,2020-05-18,2,0,4,0,2,1
AL-Maribondo,2020-05-19,2,0,5,0,2,1
AL-Maribondo,2020-05-20,2,0,4,1,2,1
AL-Maribondo,2020-05-21,2,0,5,0,2,1
AL-Maribondo,2020-05-22,3,0,5,1,3,1
AL-Maribondo,2020-05-23,2.5,1,5,1,3,1
AL-Maribondo,2020-05-24,3,1,5,1,3,1
AL-Maribondo,2020-05-25,3,1,5,2,3,1
AL-Maribondo,2020-05-26,3,1,6,1,3,1
AL-Maribondo,2020-05-27,3,0,5,1,3,1
AL-Maribondo,2020-05-28,3,0,6,1,3,1
AL-Maribondo,2020-05-29,3,0,5,1,3,1
AL-Maribondo,2020-05-30,3,0,6,1,3,1
AL-Maribondo,2020-05-31,3,0,5,1,3,1
AL-Maribondo,2020-06-01,4,1,7,2,4,1
AL-Maribondo,2020-06-02,3,0,5,1,3,1
AL-Maribondo,2020-06-03,4,1,7,3,5,1
AL-Maribondo,2020-06-04,4,1,8,2,4,1
AL-Maribondo,2020-06-05,5,1,8,3,5,1
AL-Maribondo,2020-06-06,5,2,8,4,6,1
AL-Maribondo,2020-06-07,5,1,9,2,5,1
AL-Maribondo,2020-06-08,5.5,2,8,3,6,1
AL-Maribondo,2020-06-09,6,1,9,3,6,1
AL-Maribondo,2020-06-10,6,2,9,4,7,1
AL-Maribondo,2020-06-11,6.5,2,10,4,7,1
AL-Maribondo,2020-06-12,7,2,11,4,7,1
AL-Maribondo,2020-06-13,7,2,10,3,7,1
AL-Maribondo,2020-06-14,6.5,3,11,4,7,1
AL-Maribondo,2020-06-15,6,2,10,2,6,1
AL-Maribondo,2020-06-16,6,2,10,4,7,1
AL-Maribondo,2020-06-17,5,2,9,3,6,1
AL-Maribondo,2020-06-18,4,0,7,3,5,1
AL-Maribondo,2020-06-19,4,1,7,2,4,1
AL-Maribondo,2020-06-20,4,1,7,2,4,0.99
AL-Maribondo,2020-06-21,4,1,6,2,4,0.99
AL-Maribondo,2020-06-22,4,1,7,1,4,0.99
AL-Maribondo,2020-06-23,4,1,7,3,5,0.99
AL-Maribondo,2020-06-24,4,1,7,2,4,0.99
AL-Maribondo,2020-06-25,4,1,7,3,5,0.99
AL-Maribondo,2020-06-26,4,1,8,2,4,0.99
AL-Maribondo,2020-06-27,4,1,7,1,4,0.99
AL-Maribondo,2020-06-28,4,0,7,1,4,0.99
AL-Maribondo,2020-06-29,4,1,7,2,4,0.99
AL-Maribondo,2020-06-30,3,1,7,1,3,0.99
AL-Maribondo,2020-07-01,4,0,6,2,4,0.99
AL-Maribondo,2020-07-02,4,2,8,2,4,0.99
AL-Maribondo,2020-07-03,4,1,7,2,4,0.98
AL-Maribondo,2020-07-04,4,1,7,2,4,0.98
AL-Maribondo,2020-07-05,5,2,8,3,5,0.98
AL-Maribondo,2020-07-06,5,2,8,3,5,0.98
AL-Maribondo,2020-07-07,5,2,9,2,5,0.98
AL-Maribondo,2020-07-08,5,2,9,3,6,0.98
AL-Maribondo,2020-07-09,5,1,9,3,6,0.98
AL-Maribondo,2020-07-10,5,1,8,4,6,0.97
AL-Maribondo,2020-07-11,5.5,1,8,3,6,0.97
AL-Maribondo,2020-07-12,4,1,8,1,4,0.97
AL-Maribondo,2020-07-13,4,2,8,2,4,0.97
AL-Maribondo,2020-07-14,4,1,7,2,4,0.96
AL-Maribondo,2020-07-15,4,1,7,2,4,0.96
AL-Maribondo,2020-07-16,4,1,7,2,4,0.96
AL-Maribondo,2020-07-17,4,1,7,3,5,0.95
AL-Maribondo,2020-07-18,4,1,7,3,5,0.95
AL-Maribondo,2020-07-19,5,1,9,2,5,0.95
AL-Maribondo,2020-07-20,5,3,8,3,5,0.94
AL-Maribondo,2020-07-21,5,1,8,2,5,0.94
AL-Maribondo,2020-07-22,4,0,6,2,4,0.93
AL-Maribondo,2020-07-23,3,0,6,1,3,0.93
AL-Maribondo,2020-07-24,2,0,4,0,2,0.92
AL-Maribondo,2020-07-25,1,0,4,0,1,0.91
AL-Maribondo,2020-07-26,1,0,3,0,1,0.91
AL-Maribondo,2020-07-27,1,0,3,0,1,0.9
AL-Maribondo,2020-07-28,1,0,4,0,1,0.89
AL-Maribondo,2020-07-29,1,0,4,0,1,0.88
AL-Maribondo,2020-07-30,2,0,3,1,2,0.87
AL-Maribondo,2020-07-31,2,0,4,0,2,0.86
AL-Maribondo,2020-08-01,2,0,4,0,2,0.85
AL-Maribondo,2020-08-02,2,0,4,1,2,0.83
AL-Maribondo,2020-08-03,2,0,5,0,2,0.82
AL-Maribondo,2020-08-04,2,0,4,0,2,0.8
AL-Maribondo,2020-08-05,2,0,5,0,2,0.79
AL-Maribondo,2020-08-06,2,0,4,0,2,0.77
AL-Maribondo,2020-08-07,2,0,5,1,2,0.75
AL-Maribondo,2020-08-08,2,0,5,0,2,0.72
