"region","date","type","bottom","top","lower","upper","median","mean","std","prob_control"
"BA-Porto Seguro",2020-05-12,"nowcast",0.456305044225074,2.06289093512431,0.822111247051632,1.43080495736188,1.21142667588884,1.28477542099221,0.547862688980771,0.311854684512428
"BA-Porto Seguro",2020-05-13,"nowcast",0.410605438835373,2.13999479555576,0.871822556839808,1.49197974441139,1.25819574894647,1.33741235425836,0.564605908422739,0.27658349328215
"BA-Porto Seguro",2020-05-14,"nowcast",0.509009590157359,2.13092639843091,0.879516217822382,1.48282730047092,1.30381002209696,1.37790720839982,0.553336726444656,0.239193083573487
"BA-Porto Seguro",2020-05-15,"nowcast",0.585542570651051,2.24289339296105,0.992531124050556,1.59941169942985,1.3530019191782,1.44922454835306,0.573446727190251,0.193945127719962
"BA-Porto Seguro",2020-05-16,"nowcast",0.648872915822456,2.32283300362904,1.04806704956577,1.63060705054206,1.39159500711398,1.4802639639024,0.551410140772718,0.156580211335255
"BA-Porto Seguro",2020-05-17,"nowcast",0.648423031047328,2.20243466546924,1.09753951278275,1.65630107845481,1.40069460988999,1.47133763098521,0.506971565681797,0.144092219020173
"BA-Porto Seguro",2020-05-18,"nowcast",0.690350517674651,2.18984101989838,1.05374540396698,1.58542623472149,1.4179632971811,1.47578081446552,0.503898935594359,0.129377431906615
"BA-Porto Seguro",2020-05-19,"nowcast",0.798523979446181,2.18805458854407,1.05073108397614,1.57196654937106,1.41151570689956,1.46323087480659,0.455473640545449,0.12183908045977
"BA-Porto Seguro",2020-05-20,"nowcast",0.741195667273885,2.11111909089591,1.05829375792045,1.56126286089399,1.3846720298748,1.42878673846048,0.434299626272624,0.139282250242483
"BA-Porto Seguro",2020-05-21,"nowcast",0.739553897043369,2.01667927885463,1.0860925646787,1.56026244361523,1.35436692674387,1.39134319555229,0.408638647661208,0.149806201550388
"BA-Porto Seguro",2020-05-22,"nowcast",0.762767445655038,1.94169274943257,1.06965524340121,1.51264331260609,1.31779411719486,1.3454001355565,0.372798405741655,0.154368932038835
"BA-Porto Seguro",2020-05-23,"nowcast",0.756517332532666,1.85287598221413,1.05094335746875,1.46630964409333,1.29001386709496,1.31467029672963,0.343035124547394,0.161471442400774
"BA-Porto Seguro",2020-05-24,"nowcast",0.744401191096575,1.7847058504919,1.03552405556312,1.44377849607827,1.25884182572728,1.2841042399168,0.332787083608545,0.179552093476144
"BA-Porto Seguro",2020-05-25,"nowcast",0.723959398804865,1.78847474050083,0.99667494868798,1.39813823525806,1.23978622247433,1.26345780814649,0.329008774117227,0.198260869565217
"BA-Porto Seguro",2020-05-26,"nowcast",0.745145768807262,1.71443290493023,1.03149612708687,1.39338228530642,1.22134437222471,1.24385267569753,0.305920285606717,0.194573643410853
"BA-Porto Seguro",2020-05-27,"nowcast",0.735742009339823,1.71350566800947,0.977870275850292,1.34151529846732,1.20576217042737,1.22883594541509,0.314606902220464,0.217264791464597
"BA-Porto Seguro",2020-05-28,"nowcast",0.718647101522776,1.68209114334016,0.998278660835936,1.35827234384056,1.1961510274429,1.21630439531836,0.305826154469123,0.229013539651838
"BA-Porto Seguro",2020-05-29,"nowcast",0.746622883214128,1.65015263200036,0.976537632592443,1.31661303191199,1.17286586926845,1.1915367521757,0.284268400853783,0.239729990356798
"BA-Porto Seguro",2020-05-30,"nowcast",0.736424071006741,1.6073697705145,0.968406067087182,1.29313716259621,1.14092795387074,1.15527630609047,0.270387472025496,0.270999030067895
"BA-Porto Seguro",2020-05-31,"nowcast",0.670235886502064,1.5130031836559,0.912111313235877,1.23057467149233,1.09602978404494,1.10577562026754,0.259994756663084,0.337937743190661
"BA-Porto Seguro",2020-06-01,"nowcast",0.637906853160704,1.48062268241799,0.887716535852214,1.20413166924208,1.06642414954264,1.07458165003321,0.262062314231619,0.390706679574056
"BA-Porto Seguro",2020-06-02,"nowcast",0.648218350926451,1.44621545982885,0.880760872747849,1.18836541979306,1.03215865144854,1.03793366662847,0.249865134231084,0.443217054263566
"BA-Porto Seguro",2020-06-03,"nowcast",0.581233237597669,1.39214940671567,0.850234950383831,1.15138204298228,0.998553791125392,1.01234457915873,0.259141726343783,0.501258470474347
"BA-Porto Seguro",2020-06-04,"nowcast",0.590798582706815,1.36979416560399,0.824021094991555,1.12722186628137,0.981675470944494,0.987265987741023,0.24285321105271,0.530656219392752
"BA-Porto Seguro",2020-06-05,"nowcast",0.597254463512092,1.37400727529693,0.831396830236632,1.11459559018783,0.974549099414339,0.982591631884052,0.237618950519596,0.552417794970986
"BA-Porto Seguro",2020-06-06,"nowcast",0.599813117268259,1.3805476497987,0.792132253859357,1.07765306116151,0.963820463825899,0.979497056127982,0.247084832212024,0.56640625
"BA-Porto Seguro",2020-06-07,"nowcast",0.538164631741191,1.41577563079789,0.808897982808191,1.11737255695715,0.977567593423889,1.00127574123474,0.275550770587366,0.538326848249027
"BA-Porto Seguro",2020-06-08,"nowcast",0.586492196926937,1.44976576397802,0.823404987621672,1.1375683861059,1.00813930145246,1.03640173386232,0.275462344283647,0.483852140077821
"BA-Porto Seguro",2020-06-09,"nowcast",0.607395711910243,1.52304937824473,0.851046390669115,1.18143931063363,1.05597894017705,1.08739527734166,0.290464193825795,0.412307692307692
"BA-Porto Seguro",2020-06-10,"nowcast",0.67257748364622,1.63286694114668,0.899227835169926,1.25161586065628,1.11584565444367,1.14888629614386,0.302706782829382,0.322373540856031
"BA-Porto Seguro",2020-06-11,"nowcast",0.744761334667162,1.74983040978331,0.980381278429218,1.33896218141834,1.19447000321725,1.24598684444499,0.326286576107699,0.21488736532811
"BA-Porto Seguro",2020-06-12,"nowcast",0.789649720071862,1.82405584663215,1.02713468731171,1.39534372140031,1.2731026577447,1.32619682257386,0.338977982213651,0.130511811023622
"BA-Porto Seguro",2020-06-13,"nowcast",0.900530592805931,1.93102900181542,1.13013823604962,1.50154812230065,1.3654126748283,1.41971272236312,0.332838369338102,0.0640471512770138
"BA-Porto Seguro",2020-06-14,"nowcast",0.997889507465104,2.02365000667012,1.20105196382613,1.5744360220617,1.43594575377293,1.48773823890832,0.331273631417162,0.0333988212180747
"BA-Porto Seguro",2020-06-15,"nowcast",1.02900085812638,1.98054982697834,1.26112097151516,1.62332217267229,1.48683876422968,1.52848430818792,0.312481276845055,0.0158823529411765
"BA-Porto Seguro",2020-06-16,"nowcast",1.07343359207319,1.97658017897229,1.34588244269416,1.67761278883821,1.523461290526,1.55477314259544,0.290912621004837,0.0127826941986234
"BA-Porto Seguro",2020-06-17,"nowcast",1.09729690958162,1.9831616431977,1.30676031625216,1.64193977609378,1.51676319041624,1.54788336303204,0.282790600264532,0.0102766798418972
"BA-Porto Seguro",2020-06-18,"nowcast",1.07291459856397,1.92920142485215,1.32952907760173,1.63609053365119,1.50897251205939,1.52963935583462,0.265164203219116,0.0143700787401575
"BA-Porto Seguro",2020-06-19,"nowcast",1.09212919550075,1.87927973463006,1.3267246452674,1.62551939265604,1.47774671357001,1.49423515934074,0.247809876403966,0.0194690265486726
"BA-Porto Seguro",2020-06-20,"nowcast",1.0475249627553,1.8071627925163,1.28141785673409,1.56665757022765,1.42622499562273,1.43658602494155,0.235172238502415,0.0254437869822485
"BA-Porto Seguro",2020-06-21,"nowcast",0.982497852439689,1.71918784149703,1.21142247240757,1.49055250219871,1.35552048262981,1.36285750876609,0.225448962156972,0.0494094488188976
"BA-Porto Seguro",2020-06-22,"nowcast",0.919364104803113,1.63293875082017,1.1285332958249,1.40388440127569,1.26857806239796,1.27738104386434,0.216359117467996,0.091304347826087
"BA-Porto Seguro",2020-06-23,"nowcast",0.847549653065882,1.48796480444298,1.04860349307124,1.30913069320847,1.15847401830442,1.16178770155147,0.196013390304302,0.20492125984252
"BA-Porto Seguro",2020-06-24,"nowcast",0.757532689921515,1.35173503641266,0.926717344165364,1.17187889546686,1.05391632846906,1.05935062351604,0.181401911204231,0.377865612648221
"BA-Porto Seguro",2020-06-25,"nowcast",0.682357479371234,1.24285806029121,0.870942380177159,1.10291136911008,0.979423299293164,0.974838785536768,0.172813521940444,0.545167652859961
"BA-Porto Seguro",2020-06-26,"nowcast",0.666483177905162,1.18555652310427,0.834007888237214,1.0457679486549,0.937572557534061,0.933282241416312,0.158915131049071,0.652062868369352
"BA-Porto Seguro",2020-06-27,"nowcast",0.669588245226269,1.16435125399329,0.857885294983965,1.05209826070981,0.941695646597608,0.933910067059951,0.151687527236452,0.657283464566929
"BA-Porto Seguro",2020-06-28,"nowcast",0.720985547573731,1.19559570539534,0.866642839280142,1.04024887635372,0.961381106077599,0.96479202123735,0.147476612926334,0.614355948869223
"BA-Porto Seguro",2020-06-29,"nowcast",0.771218551350843,1.25858016760569,0.894366076106835,1.06599507101823,0.991439238963288,1.00816441038765,0.151008076026046,0.529911154985192
"BA-Porto Seguro",2020-06-30,"nowcast",0.815308207003684,1.34584072928023,0.904365594887937,1.09292404966153,1.028446232242,1.05406297048369,0.167482033336189,0.413412228796844
"BA-Porto Seguro",2020-07-01,"nowcast",0.814824200899501,1.36187935707924,0.934677835051913,1.13696311895841,1.06815500471923,1.09096384330902,0.171244228311297,0.320792079207921
"BA-Porto Seguro",2020-07-02,"nowcast",0.867326623246237,1.37108036059405,0.96150965491887,1.15204849451897,1.08569959986319,1.10561297480299,0.15828891161424,0.254294175715696
"BA-Porto Seguro",2020-07-03,"nowcast",0.89476059874265,1.37945727124256,0.977169762771352,1.15988844594376,1.10459057295306,1.11897934701376,0.154150256191235,0.212807881773399
"BA-Porto Seguro",2020-07-04,"nowcast",0.876583660648698,1.34335081592568,1.01192763345367,1.18263903280462,1.10401289450417,1.11310902289974,0.146077685545602,0.200591715976331
"BA-Porto Seguro",2020-07-05,"nowcast",0.868991000876829,1.33056253264202,1.00284316544756,1.17355469144762,1.09456484882332,1.09895469224915,0.14259674260846,0.228430404738401
"BA-Porto Seguro",2020-07-06,"nowcast",0.872504288827979,1.31400558640566,0.987020469530814,1.15418397715579,1.08232195532742,1.08313041360522,0.136586053978337,0.254456415279138
"BA-Porto Seguro",2020-07-07,"nowcast",0.828933323211398,1.28628141775386,0.988954443832476,1.15253823698927,1.05900905650839,1.05681451028613,0.137994195387952,0.317531831537708
"BA-Porto Seguro",2020-07-08,"nowcast",0.81890055084172,1.25779304059742,0.974484989881495,1.13860174854133,1.05193961381446,1.05129871744309,0.13431004555791,0.334055118110236
"BA-Porto Seguro",2020-07-09,"nowcast",0.821520313491241,1.25396039540921,0.97504982362197,1.13542154519971,1.03915910982004,1.03951126594296,0.133641532719074,0.367748279252704
"BA-Porto Seguro",2020-07-10,"nowcast",0.820463308046323,1.25795348468057,0.971067185048731,1.12980944743388,1.04183370868826,1.04476820412917,0.134914906515377,0.362574257425743
"BA-Porto Seguro",2020-07-11,"nowcast",0.843367450686872,1.26943060706389,0.980009769326375,1.1329788446577,1.05353024943709,1.06117224215207,0.133129601563869,0.31434184675835
"BA-Porto Seguro",2020-07-12,"nowcast",0.861250474081945,1.29634462463739,0.965642456164275,1.12799687086714,1.06499031360036,1.07250344679403,0.136147277864229,0.289261083743842
"BA-Porto Seguro",2020-07-13,"nowcast",0.877008574620846,1.30821118662108,0.98082630934068,1.14337281792776,1.07596823308698,1.08753187414226,0.135752016289496,0.252105778648384
"BA-Porto Seguro",2020-07-14,"nowcast",0.867787648004215,1.29344986633584,0.989082745640434,1.14165022382968,1.08280552518711,1.09223827513121,0.131008515870131,0.228094302554028
"BA-Porto Seguro",2020-07-15,"nowcast",0.898773082465077,1.32874245031589,1.00928396049586,1.16115376805515,1.09697119748165,1.10807793846082,0.133160495049538,0.182608695652174
"BA-Porto Seguro",2020-07-16,"nowcast",0.910668049731703,1.34089527649009,1.02746876201873,1.18290398273203,1.1101887474061,1.12026727454374,0.133460324793715,0.161773399014778
"BA-Porto Seguro",2020-07-17,"nowcast",0.907865572853025,1.35188797749169,1.02940966828921,1.19051851804031,1.11908085026559,1.12599007080179,0.135835623699664,0.155206286836935
"BA-Porto Seguro",2020-07-18,"nowcast",0.941507189799945,1.37271636025965,1.03738722803596,1.19078145845398,1.12586067803262,1.13322718353794,0.133770928021925,0.133201189296333
"BA-Porto Seguro",2020-07-19,"nowcast",0.901984533811588,1.30040201936102,1.04655002249181,1.19700360899191,1.1065470924366,1.10734088389887,0.123385806441302,0.175198412698413
"BA-Porto Seguro",2020-07-20,"nowcast",0.870409717301116,1.28172451744132,0.996980877662654,1.15265423169781,1.07929166752201,1.07787875198095,0.126561042223918,0.247093596059113
"BA-Porto Seguro",2020-07-21,"nowcast",0.835037123965796,1.24983472838403,0.971538583532038,1.12982575293419,1.04471029144318,1.04004798239142,0.126125601719978,0.355247524752475
"BA-Porto Seguro",2020-07-22,"nowcast",0.806317405249806,1.20249719956897,0.937347031631145,1.09205374464848,1.01713407872307,1.01338824133288,0.120229028505716,0.43874139626352
"BA-Porto Seguro",2020-07-23,"nowcast",0.785457826490157,1.17562087090295,0.908404618482641,1.05746648309924,0.990748136786685,0.985634224762687,0.117625126169155,0.536498516320475
"BA-Porto Seguro",2020-07-24,"nowcast",0.788059083779958,1.1723149405145,0.915399843472369,1.0571166130821,0.974896555655379,0.970945605028893,0.118593948905406,0.597038499506417
"BA-Porto Seguro",2020-07-25,"nowcast",0.758799366089433,1.13163621450633,0.890556451550925,1.02970971592145,0.957899975703076,0.953558447591319,0.113896250578312,0.662217860647694
"BA-Porto Seguro",2020-07-26,"nowcast",0.750382905025447,1.11875773227341,0.886754726993157,1.02413086544222,0.9405475833312,0.940770550137977,0.113966802978152,0.714593535749265
"BA-Porto Seguro",2020-07-27,"nowcast",0.732659760825882,1.11625378205414,0.859455912414849,0.999502215371002,0.927722179848133,0.927243019325562,0.119427938299681,0.759568204121688
"BA-Porto Seguro",2020-07-28,"nowcast",0.724753687275134,1.10073397435247,0.859702487849074,0.99537975958242,0.9193664378504,0.920121740541018,0.116615846456785,0.784402764067127
"BA-Porto Seguro",2020-07-29,"nowcast",0.741251630095275,1.1060886562381,0.850303183182151,0.985779239987478,0.922659547494916,0.922980214462976,0.114926500040261,0.788560157790927
"BA-Porto Seguro",2020-07-30,"nowcast",0.730687055140034,1.11001035050756,0.858955898109645,0.993553504186393,0.919862198637479,0.923571242247557,0.117656061457903,0.778874629812438
"BA-Porto Seguro",2020-07-31,"nowcast",0.748351461454859,1.13655563839345,0.850542259848227,0.98946995468529,0.927211851151063,0.934837871330659,0.124174762163991,0.751282051282051
"BA-Porto Seguro",2020-08-01,"nowcast",0.743422692228699,1.13804591118122,0.854881622209404,0.998023625211512,0.925954732141906,0.933417270761665,0.123547668520219,0.745167652859961
"BA-Porto Seguro",2020-08-02,"nowcast",0.737277652849205,1.12951933748843,0.855050041409981,0.997572701855937,0.926127197497564,0.933275447117875,0.121409679110377,0.73996062992126
"BA-Porto Seguro",2020-08-03,"nowcast",0.716255709861918,1.12490872792976,0.849406356054338,0.99921674188823,0.923466176037652,0.927320717929381,0.126157143981862,0.753057199211045
"BA-Porto Seguro",2020-08-04,"nowcast",0.709875943798232,1.13415560475762,0.831319602449055,0.985217403560116,0.913001416591337,0.916717659199808,0.130626255031855,0.765844027640671
"BA-Porto Seguro",2020-08-05,"nowcast",0.707013436167627,1.14229990088876,0.823215526582372,0.984766441849399,0.91619491312027,0.921870775739205,0.136737176270471,0.749062191510365
"BA-Porto Seguro",2020-08-06,"nowcast",0.695425891109881,1.146822285316,0.827815928029025,0.987602032755339,0.925839669944531,0.935255084582552,0.13933193633578,0.722013820335637
"BA-Porto Seguro",2020-08-07,"nowcast",0.693481107853672,1.19272249778136,0.830305038466447,1.00312770336589,0.936717972866637,0.946788315317563,0.154114572577032,0.688039215686274
"BA-Porto Seguro",2020-08-08,"forecast",0.684011921240276,1.22778095814836,0.828220386672346,1.03367468234598,0.936116858033506,0.941697655336429,0.167637456626204,0.6644
"BA-Porto Seguro",2020-08-09,"forecast",0.635784183665284,1.22746718979987,0.839160655347079,1.06830938239997,0.935029223950116,0.940884479850541,0.184021335473435,0.646
"BA-Porto Seguro",2020-08-10,"forecast",0.615923194256942,1.26326054730342,0.808426179185468,1.055966603584,0.938126204664459,0.941273805453017,0.198678148354875,0.632
"BA-Porto Seguro",2020-08-11,"forecast",0.596448777009737,1.26915301197471,0.798811183025258,1.05289221686396,0.934067894485032,0.936478680758449,0.207777178692824,0.6374
"BA-Porto Seguro",2020-08-12,"forecast",0.557466870627222,1.28526265458957,0.775703393328382,1.04782290122288,0.927531496885076,0.932614805367876,0.223196451502062,0.638
"BA-Porto Seguro",2020-08-13,"forecast",0.5650961923773,1.32262091154948,0.773639503315232,1.06028372028129,0.926207348700549,0.93132126719666,0.231299637154542,0.6322
"BA-Porto Seguro",2020-08-14,"forecast",0.548473827325266,1.33904307663922,0.77825488244329,1.07741870671831,0.926675833757424,0.933999311850495,0.242762511843383,0.6262
"BA-Porto Seguro",2020-08-15,"forecast",0.488004926576787,1.3033471924627,0.760363322503885,1.06718664954768,0.92016883489267,0.924111745816992,0.250521526474135,0.634
"BA-Porto Seguro",2020-08-16,"forecast",0.500868158129281,1.36146417842443,0.797804771412493,1.12691214671623,0.926504047168669,0.924265815665159,0.264447194182173,0.6242
"BA-Porto Seguro",2020-08-17,"forecast",0.474523425114636,1.35338619750441,0.794979512121649,1.1215176957788,0.927004836237175,0.925589779678697,0.269445980623556,0.625
"BA-Porto Seguro",2020-08-18,"forecast",0.48137838974668,1.40382060641946,0.720723527852177,1.06770430500057,0.922982005124866,0.92714721208893,0.285124290076431,0.6156
"BA-Porto Seguro",2020-08-19,"forecast",0.464205798313653,1.4166558680573,0.743757859625199,1.10347631582591,0.923987869290774,0.92314591887645,0.290123472263994,0.6128
"BA-Porto Seguro",2020-08-20,"forecast",0.416823892548962,1.40167200389531,0.748111063500487,1.11402597594469,0.916408015062363,0.919103604066224,0.299725311833422,0.6218
"BA-Porto Seguro",2020-08-21,"forecast",0.403563701435324,1.40206998652882,0.74804756829991,1.12903888764144,0.917115289439401,0.916123906732681,0.305940113918582,0.6162
