"date","type","bottom","top","lower","upper","median","mean","region"
2020-02-01,"nowcast",1,1,1,1,1,1,"Espirito Santo"
2020-02-02,"nowcast",0,1,0,1,0.5,0.5,"Espirito Santo"
2020-02-03,"nowcast",0,0,0,0,0,0,"Espirito Santo"
2020-02-04,"nowcast",0,0,0,0,0,0,"Espirito Santo"
2020-02-05,"nowcast",0,1,0,1,0.5,0.5,"Espirito Santo"
2020-02-06,"nowcast",0,1,0,0,0,0.25,"Espirito Santo"
2020-02-07,"nowcast",0,1,0,0,0,0.4,"Espirito Santo"
2020-02-08,"nowcast",0,2,0,0,0,0.571428571428571,"Espirito Santo"
2020-02-09,"nowcast",0,1,0,0,0,0.222222222222222,"Espirito Santo"
2020-02-10,"nowcast",0,1,0,0,0,0.181818181818182,"Espirito Santo"
2020-02-11,"nowcast",0,1,0,0,0,0.333333333333333,"Espirito Santo"
2020-02-12,"nowcast",0,1,0,0,0,0.3125,"Espirito Santo"
2020-02-13,"nowcast",0,1,0,0,0,0.157894736842105,"Espirito Santo"
2020-02-14,"nowcast",0,1,0,0,0,0.304347826086957,"Espirito Santo"
2020-02-15,"nowcast",0,1,0,0,0,0.230769230769231,"Espirito Santo"
2020-02-16,"nowcast",0,1,0,0,0,0.258064516129032,"Espirito Santo"
2020-02-17,"nowcast",0,1,0,0,0,0.256410256410256,"Espirito Santo"
2020-02-18,"nowcast",0,1,0,0,0,0.13953488372093,"Espirito Santo"
2020-02-19,"nowcast",0,1,0,0,0,0.339285714285714,"Espirito Santo"
2020-02-20,"nowcast",0,1,0,0,0,0.27027027027027,"Espirito Santo"
2020-02-21,"nowcast",0,1,0,0,0,0.252873563218391,"Espirito Santo"
2020-02-22,"nowcast",0,1,0,0,0,0.21,"Espirito Santo"
2020-02-23,"nowcast",0,1,0,0,0,0.286885245901639,"Espirito Santo"
2020-02-24,"nowcast",0,1,0,0,0,0.265734265734266,"Espirito Santo"
2020-02-25,"nowcast",0,1,0,0,0,0.264367816091954,"Espirito Santo"
2020-02-26,"nowcast",0,1,0,0,0,0.230769230769231,"Espirito Santo"
2020-02-27,"nowcast",0,1,0,0,0,0.246511627906977,"Espirito Santo"
2020-02-28,"nowcast",0,1,0,0,0,0.362637362637363,"Espirito Santo"
2020-02-29,"nowcast",0,1,0,0,0,0.271293375394322,"Espirito Santo"
2020-03-01,"nowcast",0,1,0,0,0,0.291553133514986,"Espirito Santo"
2020-03-02,"nowcast",0,1,0,0,0,0.226600985221675,"Espirito Santo"
2020-03-03,"nowcast",0,1,0,0,0,0.253897550111359,"Espirito Santo"
2020-03-04,"nowcast",0,1,0,0,0,0.321862348178138,"Espirito Santo"
2020-03-05,"nowcast",0,1,0,0,0,0.32967032967033,"Espirito Santo"
2020-03-06,"nowcast",0,1,0,0,0,0.343801652892562,"Espirito Santo"
2020-03-07,"nowcast",0,1,0,0,0,0.328767123287671,"Espirito Santo"
2020-03-08,"nowcast",0,1,0,0,0,0.353521126760563,"Espirito Santo"
2020-03-09,"nowcast",0,1,0,0,0,0.404283801874163,"Espirito Santo"
2020-03-10,"nowcast",0,1,0,0,0,0.444723618090452,"Espirito Santo"
2020-03-11,"nowcast",0,1,0,0,0,0.485645933014354,"Espirito Santo"
2020-03-12,"nowcast",0,2,0,0,0,0.52894438138479,"Espirito Santo"
2020-03-13,"nowcast",0,2,0,0,0,0.542261251372119,"Espirito Santo"
2020-03-14,"nowcast",0,2,0,0,0,0.617044228694714,"Espirito Santo"
2020-03-15,"nowcast",0,2,0,1,1,0.717436974789916,"Espirito Santo"
2020-03-16,"nowcast",0,2,0,1,1,0.742768595041322,"Espirito Santo"
2020-03-17,"nowcast",0,2,0,1,1,0.880368098159509,"Espirito Santo"
2020-03-18,"nowcast",0,2,0,1,1,0.952284263959391,"Espirito Santo"
2020-03-19,"nowcast",0,2,0,1,1,1.02024291497976,"Espirito Santo"
2020-03-20,"nowcast",0,3,0,1,1,1.17085427135678,"Espirito Santo"
2020-03-21,"nowcast",0,3,0,1,1,1.30090270812437,"Espirito Santo"
2020-03-22,"nowcast",0,3,0,1,1,1.41841841841842,"Espirito Santo"
2020-03-23,"nowcast",0,3,0,1,1,1.608,"Espirito Santo"
2020-03-24,"nowcast",0,4,1,2,2,1.755,"Espirito Santo"
2020-03-25,"nowcast",0,4,1,2,2,1.912,"Espirito Santo"
2020-03-26,"nowcast",0,4,1,2,2,2.048,"Espirito Santo"
2020-03-27,"nowcast",0,4,1,2,2,2.16,"Espirito Santo"
2020-03-28,"nowcast",0,4,0,2,2,2.379,"Espirito Santo"
2020-03-29,"nowcast",0,5,0,2,2,2.601,"Espirito Santo"
2020-03-30,"nowcast",0,5,1,3,3,2.733,"Espirito Santo"
2020-03-31,"nowcast",0,5,1,3,3,2.982,"Espirito Santo"
2020-04-01,"nowcast",0,6,1,3,3,3.267,"Espirito Santo"
2020-04-02,"nowcast",0,6,2,4,3,3.487,"Espirito Santo"
2020-04-03,"nowcast",1,7,2,4,4,3.863,"Espirito Santo"
2020-04-04,"nowcast",1,7,2,4,4,4.116,"Espirito Santo"
2020-04-05,"nowcast",1,7,3,5,4,4.34,"Espirito Santo"
2020-04-06,"nowcast",0,7,3,5,4,4.638,"Espirito Santo"
2020-04-07,"nowcast",1,8,2,5,5,5.043,"Espirito Santo"
2020-04-08,"nowcast",1,8,2,5,5,5.316,"Espirito Santo"
2020-04-09,"nowcast",1,9,2,5,5,5.569,"Espirito Santo"
2020-04-10,"nowcast",1,9,3,6,6,5.963,"Espirito Santo"
2020-04-11,"nowcast",2,10,4,7,6,6.395,"Espirito Santo"
2020-04-12,"nowcast",2,10,4,7,7,6.758,"Espirito Santo"
2020-04-13,"nowcast",2,11,5,8,7,7.175,"Espirito Santo"
2020-04-14,"nowcast",3,12,6,9,8,7.766,"Espirito Santo"
2020-04-15,"nowcast",3,12,6,9,8,8.062,"Espirito Santo"
2020-04-16,"nowcast",3,12,7,10,9,8.721,"Espirito Santo"
2020-04-17,"nowcast",4,14,7,10,9,9.35,"Espirito Santo"
2020-04-18,"nowcast",5,14,6,10,10,9.763,"Espirito Santo"
2020-04-19,"nowcast",5,15,7,11,10,10.407,"Espirito Santo"
2020-04-20,"nowcast",6,16,8,12,11,10.88,"Espirito Santo"
2020-04-21,"nowcast",5,16,8,12,11,11.504,"Espirito Santo"
2020-04-22,"nowcast",5,16,8,12,12,11.781,"Espirito Santo"
2020-04-23,"nowcast",7,18,10,14,12,12.401,"Espirito Santo"
2020-04-24,"nowcast",6,18,10,14,13,13.011,"Espirito Santo"
2020-04-25,"nowcast",7,19,9,14,13,13.52,"Espirito Santo"
2020-04-26,"nowcast",7,20,10,15,14,14.26,"Espirito Santo"
2020-04-27,"nowcast",7,20,10,15,14,14.728,"Espirito Santo"
2020-04-28,"nowcast",9,21,11,16,15,15.231,"Espirito Santo"
2020-04-29,"nowcast",9,22,12,17,16,16.129,"Espirito Santo"
2020-04-30,"nowcast",10,23,13,18,16,16.455,"Espirito Santo"
2020-05-01,"nowcast",10,23,13,18,17,17.254,"Espirito Santo"
2020-05-02,"nowcast",10,24,13,19,18,18.166,"Espirito Santo"
2020-05-03,"nowcast",10,25,15,20,18,18.68,"Espirito Santo"
2020-05-04,"nowcast",12,26,16,21,19,19.306,"Espirito Santo"
2020-05-05,"nowcast",13,27,17,22,20,20.102,"Espirito Santo"
2020-05-06,"nowcast",14,28,16,22,21,20.958,"Espirito Santo"
2020-05-07,"nowcast",13,28,17,23,21,21.464,"Espirito Santo"
2020-05-08,"nowcast",15,30,18,24,23,22.538,"Espirito Santo"
2020-05-09,"nowcast",14,30,19,25,23,23.184,"Espirito Santo"
2020-05-10,"nowcast",15,31,19,25,23,23.664,"Espirito Santo"
2020-05-11,"nowcast",15,31,20,26,24,24.569,"Espirito Santo"
2020-05-12,"nowcast",16,32,21,27,25,25.258,"Espirito Santo"
2020-05-13,"nowcast",18,34,20,27,26,25.933,"Espirito Santo"
2020-05-14,"nowcast",18,34,24,30,27,26.705,"Espirito Santo"
2020-05-15,"nowcast",18,35,23,29,27,27.316,"Espirito Santo"
2020-05-16,"nowcast",20,36,22,29,27,27.711,"Espirito Santo"
2020-05-17,"nowcast",19,36,25,31,28,28.508,"Espirito Santo"
2020-05-18,"nowcast",19,37,24,31,29,28.897,"Espirito Santo"
2020-05-19,"nowcast",20,37,23,30,29,29.404,"Espirito Santo"
2020-05-20,"nowcast",21,39,25,32,30,30.05,"Espirito Santo"
2020-05-21,"nowcast",21,38,25,32,30,30.26,"Espirito Santo"
2020-05-22,"nowcast",21,39,26,33,31,31.21,"Espirito Santo"
2020-05-23,"nowcast",23,41,26,33,32,31.667,"Espirito Santo"
2020-05-24,"nowcast",22,40,27,34,32,32.384,"Espirito Santo"
2020-05-25,"nowcast",21,40,28,35,32,32.614,"Espirito Santo"
2020-05-26,"nowcast",22,41,29,36,33,33.103,"Espirito Santo"
2020-05-27,"nowcast",23,42,28,35,33,33.568,"Espirito Santo"
2020-05-28,"nowcast",25,43,28,35,34,34.126,"Espirito Santo"
2020-05-29,"nowcast",25,44,29,36,34,34.381,"Espirito Santo"
2020-05-30,"nowcast",25,43,29,36,34,34.371,"Espirito Santo"
2020-05-31,"nowcast",25,43,30,37,34,34.594,"Espirito Santo"
2020-06-01,"nowcast",25,43,29,36,34,34.648,"Espirito Santo"
2020-06-02,"nowcast",25,43,30,37,35,34.978,"Espirito Santo"
2020-06-03,"nowcast",25,43,32,39,35,35.101,"Espirito Santo"
2020-06-04,"nowcast",26,44,31,38,35,35.593,"Espirito Santo"
2020-06-05,"nowcast",26,44,30,37,36,35.808,"Espirito Santo"
2020-06-06,"nowcast",26,45,29,37,36,35.931,"Espirito Santo"
2020-06-07,"nowcast",26,45,30,38,36,36.184,"Espirito Santo"
2020-06-08,"nowcast",26,45,32,39,36,36.409,"Espirito Santo"
2020-06-09,"nowcast",26,46,34,41,37,36.784,"Espirito Santo"
2020-06-10,"nowcast",26,45,32,39,37,36.654,"Espirito Santo"
2020-06-11,"nowcast",26,45,32,39,36,36.484,"Espirito Santo"
2020-06-12,"nowcast",25,44,29,37,36,36.044,"Espirito Santo"
2020-06-13,"nowcast",27,45,30,37,35,35.604,"Espirito Santo"
2020-06-14,"nowcast",26,45,29,37,35,35.108,"Espirito Santo"
2020-06-15,"nowcast",24,42,29,37,35,34.555,"Espirito Santo"
2020-06-16,"nowcast",26,46,28,36,34,34.871,"Espirito Santo"
2020-06-17,"nowcast",23,43,29,36,34,34.401,"Espirito Santo"
2020-06-18,"nowcast",24,43,28,36,34,34.696,"Espirito Santo"
2020-06-19,"nowcast",24,43,29,37,35,34.748,"Espirito Santo"
2020-06-20,"nowcast",24,44,28,36,34,34.382,"Espirito Santo"
2020-06-21,"nowcast",24,45,28,36,34,34.897,"Espirito Santo"
2020-06-22,"nowcast",24,45,29,37,35,35.406,"Espirito Santo"
2020-06-23,"nowcast",23,45,28,37,35,35.565,"Espirito Santo"
