region,date,type,median,lower_90,upper_90,lower_50,upper_50,prob_control
BA-Salvador,2020-04-23,nowcast,1.2,0.7,1.7,1,1.4,0.23
BA-Salvador,2020-04-24,nowcast,1.2,0.7,1.7,1,1.4,0.23
BA-Salvador,2020-04-25,nowcast,1.2,0.7,1.7,1,1.4,0.24
BA-Salvador,2020-04-26,nowcast,1.2,0.7,1.7,1,1.3,0.23
BA-Salvador,2020-04-27,nowcast,1.2,0.7,1.7,1,1.3,0.24
BA-Salvador,2020-04-28,nowcast,1.2,0.7,1.6,1,1.3,0.25
BA-Salvador,2020-04-29,nowcast,1.2,0.7,1.7,1,1.3,0.23
BA-Salvador,2020-04-30,nowcast,1.2,0.7,1.7,1,1.3,0.22
BA-Salvador,2020-05-01,nowcast,1.2,0.8,1.7,1,1.3,0.22
BA-Salvador,2020-05-02,nowcast,1.2,0.8,1.6,1,1.3,0.2
BA-Salvador,2020-05-03,nowcast,1.2,0.8,1.6,1,1.3,0.19
BA-Salvador,2020-05-04,nowcast,1.2,0.8,1.6,1,1.4,0.18
BA-Salvador,2020-05-05,nowcast,1.2,0.8,1.6,1,1.3,0.18
BA-Salvador,2020-05-06,nowcast,1.2,0.8,1.6,1,1.3,0.17
BA-Salvador,2020-05-07,nowcast,1.2,0.8,1.6,1,1.3,0.2
BA-Salvador,2020-05-08,nowcast,1.2,0.8,1.6,1,1.3,0.16
BA-Salvador,2020-05-09,nowcast,1.2,0.8,1.6,1,1.3,0.18
BA-Salvador,2020-05-10,nowcast,1.2,0.8,1.5,1,1.3,0.16
BA-Salvador,2020-05-11,nowcast,1.2,0.8,1.5,1,1.3,0.19
BA-Salvador,2020-05-12,nowcast,1.2,0.9,1.5,1,1.3,0.19
BA-Salvador,2020-05-13,nowcast,1.2,0.9,1.5,1,1.3,0.18
BA-Salvador,2020-05-14,nowcast,1.2,0.8,1.5,1,1.3,0.2
BA-Salvador,2020-05-15,nowcast,1.1,0.8,1.5,1,1.3,0.21
BA-Salvador,2020-05-16,nowcast,1.1,0.8,1.4,1,1.2,0.2
BA-Salvador,2020-05-17,nowcast,1.1,0.8,1.4,1,1.2,0.23
BA-Salvador,2020-05-18,nowcast,1.1,0.8,1.4,1,1.2,0.24
BA-Salvador,2020-05-19,nowcast,1.1,0.8,1.4,1,1.2,0.26
BA-Salvador,2020-05-20,nowcast,1.1,0.8,1.4,1,1.2,0.29
BA-Salvador,2020-05-21,nowcast,1.1,0.8,1.4,1,1.2,0.31
BA-Salvador,2020-05-22,nowcast,1.1,0.8,1.3,1,1.2,0.33
BA-Salvador,2020-05-23,nowcast,1,0.8,1.3,0.9,1.2,0.38
BA-Salvador,2020-05-24,nowcast,1,0.7,1.3,0.9,1.1,0.41
BA-Salvador,2020-05-25,nowcast,1,0.8,1.3,0.9,1.1,0.43
BA-Salvador,2020-05-26,nowcast,1,0.8,1.3,0.9,1.1,0.43
BA-Salvador,2020-05-27,nowcast,1,0.7,1.3,0.9,1.1,0.45
BA-Salvador,2020-05-28,nowcast,1,0.8,1.3,0.9,1.1,0.44
BA-Salvador,2020-05-29,nowcast,1,0.8,1.3,0.9,1.1,0.44
BA-Salvador,2020-05-30,nowcast,1,0.8,1.3,0.9,1.1,0.44
BA-Salvador,2020-05-31,nowcast,1,0.8,1.3,0.9,1.1,0.43
BA-Salvador,2020-06-01,nowcast,1,0.8,1.3,0.9,1.1,0.41
BA-Salvador,2020-06-02,nowcast,1,0.8,1.3,0.9,1.1,0.41
BA-Salvador,2020-06-03,nowcast,1,0.8,1.3,0.9,1.1,0.41
BA-Salvador,2020-06-04,nowcast,1,0.8,1.3,0.9,1.1,0.39
BA-Salvador,2020-06-05,nowcast,1,0.8,1.3,0.9,1.1,0.41
BA-Salvador,2020-06-06,nowcast,1,0.8,1.3,0.9,1.1,0.39
BA-Salvador,2020-06-07,nowcast,1,0.8,1.3,0.9,1.1,0.42
BA-Salvador,2020-06-08,nowcast,1,0.8,1.3,0.9,1.1,0.42
BA-Salvador,2020-06-09,nowcast,1,0.8,1.3,0.9,1.1,0.39
BA-Salvador,2020-06-10,nowcast,1,0.8,1.3,0.9,1.1,0.37
BA-Salvador,2020-06-11,nowcast,1.1,0.8,1.3,1,1.1,0.36
BA-Salvador,2020-06-12,nowcast,1.1,0.8,1.3,1,1.1,0.34
BA-Salvador,2020-06-13,nowcast,1,0.8,1.3,0.9,1.1,0.37
BA-Salvador,2020-06-14,nowcast,1.1,0.8,1.3,0.9,1.1,0.36
BA-Salvador,2020-06-15,nowcast,1,0.8,1.3,0.9,1.1,0.4
BA-Salvador,2020-06-16,nowcast,1,0.8,1.3,0.9,1.1,0.41
BA-Salvador,2020-06-17,nowcast,1,0.8,1.3,0.9,1.1,0.43
BA-Salvador,2020-06-18,nowcast,1,0.8,1.3,0.9,1.1,0.47
BA-Salvador,2020-06-19,nowcast,1,0.8,1.2,0.9,1.1,0.48
BA-Salvador,2020-06-20,nowcast,1,0.8,1.2,0.9,1.1,0.52
BA-Salvador,2020-06-21,nowcast,1,0.8,1.3,0.9,1.1,0.53
BA-Salvador,2020-06-22,nowcast,1,0.7,1.2,0.9,1.1,0.58
BA-Salvador,2020-06-23,nowcast,1,0.7,1.2,0.9,1.1,0.58
BA-Salvador,2020-06-24,nowcast,1,0.7,1.2,0.9,1.1,0.58
BA-Salvador,2020-06-25,nowcast,1,0.7,1.2,0.9,1.1,0.61
BA-Salvador,2020-06-26,nowcast,1,0.7,1.2,0.9,1,0.62
BA-Salvador,2020-06-27,nowcast,1,0.7,1.2,0.9,1,0.63
BA-Salvador,2020-06-28,nowcast,1,0.7,1.2,0.9,1,0.64
BA-Salvador,2020-06-29,nowcast,1,0.7,1.2,0.9,1,0.63
BA-Salvador,2020-06-30,nowcast,1,0.7,1.2,0.8,1,0.63
BA-Salvador,2020-07-01,nowcast,1,0.7,1.2,0.9,1.1,0.6
BA-Salvador,2020-07-02,nowcast,1,0.7,1.3,0.8,1,0.6
BA-Salvador,2020-07-03,nowcast,1,0.7,1.3,0.9,1.1,0.59
BA-Salvador,2020-07-04,nowcast,1,0.7,1.3,0.9,1.1,0.58
BA-Salvador,2020-07-05,nowcast,1,0.7,1.3,0.9,1.1,0.56
BA-Salvador,2020-07-06,forecast,1,0.7,1.3,0.9,1.1,0.55
BA-Salvador,2020-07-07,forecast,1,0.6,1.3,0.8,1.1,0.55
BA-Salvador,2020-07-08,forecast,1,0.6,1.4,0.8,1.1,0.54
BA-Salvador,2020-07-09,forecast,1,0.6,1.4,0.8,1.1,0.54
BA-Salvador,2020-07-10,forecast,1,0.6,1.4,0.8,1.1,0.55
BA-Salvador,2020-07-11,forecast,1,0.6,1.4,0.8,1.1,0.55
BA-Salvador,2020-07-12,forecast,1,0.5,1.4,0.8,1.2,0.53
BA-Salvador,2020-07-13,forecast,1,0.5,1.4,0.8,1.1,0.55
BA-Salvador,2020-07-14,forecast,1,0.5,1.4,0.8,1.1,0.55
BA-Salvador,2020-07-15,forecast,1,0.5,1.4,0.8,1.1,0.56
BA-Salvador,2020-07-16,forecast,1,0.5,1.4,0.8,1.1,0.53
BA-Salvador,2020-07-17,forecast,1,0.5,1.5,0.8,1.1,0.55
BA-Salvador,2020-07-18,forecast,1,0.5,1.5,0.8,1.2,0.54
BA-Salvador,2020-07-19,forecast,1,0.5,1.5,0.7,1.1,0.53
CE-Fortaleza,2020-04-03,nowcast,1.3,0.9,1.8,1.1,1.4,0.1
CE-Fortaleza,2020-04-04,nowcast,1.3,0.9,1.7,1.1,1.4,0.09
CE-Fortaleza,2020-04-05,nowcast,1.3,0.9,1.7,1.1,1.4,0.08
CE-Fortaleza,2020-04-06,nowcast,1.3,0.9,1.7,1.1,1.4,0.08
CE-Fortaleza,2020-04-07,nowcast,1.3,0.9,1.7,1.1,1.4,0.08
CE-Fortaleza,2020-04-08,nowcast,1.3,0.9,1.7,1.1,1.4,0.08
CE-Fortaleza,2020-04-09,nowcast,1.3,1,1.7,1.2,1.4,0.07
CE-Fortaleza,2020-04-10,nowcast,1.3,1,1.6,1.1,1.4,0.06
CE-Fortaleza,2020-04-11,nowcast,1.3,1,1.6,1.1,1.4,0.08
CE-Fortaleza,2020-04-12,nowcast,1.3,1,1.6,1.1,1.4,0.06
CE-Fortaleza,2020-04-13,nowcast,1.2,1,1.6,1.1,1.3,0.07
CE-Fortaleza,2020-04-14,nowcast,1.2,0.9,1.5,1.1,1.3,0.07
CE-Fortaleza,2020-04-15,nowcast,1.2,0.9,1.5,1.1,1.3,0.07
CE-Fortaleza,2020-04-16,nowcast,1.2,1,1.5,1.1,1.3,0.07
CE-Fortaleza,2020-04-17,nowcast,1.2,1,1.5,1.1,1.3,0.07
CE-Fortaleza,2020-04-18,nowcast,1.2,1,1.5,1.1,1.3,0.07
CE-Fortaleza,2020-04-19,nowcast,1.2,0.9,1.5,1.1,1.3,0.07
CE-Fortaleza,2020-04-20,nowcast,1.2,1,1.4,1.1,1.3,0.07
CE-Fortaleza,2020-04-21,nowcast,1.2,1,1.4,1.1,1.3,0.07
CE-Fortaleza,2020-04-22,nowcast,1.2,1,1.4,1.1,1.3,0.08
CE-Fortaleza,2020-04-23,nowcast,1.2,0.9,1.4,1.1,1.3,0.09
CE-Fortaleza,2020-04-24,nowcast,1.2,0.9,1.4,1.1,1.2,0.1
CE-Fortaleza,2020-04-25,nowcast,1.2,0.9,1.4,1.1,1.2,0.12
CE-Fortaleza,2020-04-26,nowcast,1.1,0.9,1.4,1.1,1.2,0.12
CE-Fortaleza,2020-04-27,nowcast,1.1,0.9,1.3,1.1,1.2,0.14
CE-Fortaleza,2020-04-28,nowcast,1.1,0.9,1.3,1.1,1.2,0.16
CE-Fortaleza,2020-04-29,nowcast,1.1,0.9,1.3,1,1.2,0.18
CE-Fortaleza,2020-04-30,nowcast,1.1,0.9,1.3,1,1.2,0.19
CE-Fortaleza,2020-05-01,nowcast,1.1,0.9,1.3,1,1.1,0.21
CE-Fortaleza,2020-05-02,nowcast,1.1,0.9,1.3,1,1.1,0.23
CE-Fortaleza,2020-05-03,nowcast,1.1,0.9,1.2,1,1.1,0.25
CE-Fortaleza,2020-05-04,nowcast,1.1,0.9,1.2,1,1.1,0.25
CE-Fortaleza,2020-05-05,nowcast,1.1,0.9,1.2,1,1.1,0.27
CE-Fortaleza,2020-05-06,nowcast,1.1,0.9,1.2,1,1.1,0.28
CE-Fortaleza,2020-05-07,nowcast,1.1,0.9,1.2,1,1.1,0.3
CE-Fortaleza,2020-05-08,nowcast,1,0.9,1.2,1,1.1,0.32
CE-Fortaleza,2020-05-09,nowcast,1,0.9,1.2,1,1.1,0.34
CE-Fortaleza,2020-05-10,nowcast,1,0.9,1.2,1,1.1,0.32
CE-Fortaleza,2020-05-11,nowcast,1,0.9,1.2,1,1.1,0.34
CE-Fortaleza,2020-05-12,nowcast,1,0.9,1.2,1,1.1,0.35
CE-Fortaleza,2020-05-13,nowcast,1,0.9,1.2,1,1.1,0.35
